,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,0.4153429968105662,0.4124003397458551,0.36489702658713413,0.22761723021259317,0.2942149321317584,0.46966894175411056,0.2964346716288879,0.3030653846256611,0.2951466004889462,0.2914615220589575,0.34996419620300817
cell79_HeLa_,0.4153429968105662,0.0,0.6624297865436163,0.4067874060700376,0.398046038431513,0.5407277075702905,0.4219845365027589,0.5178415293299563,0.4183835504515567,0.4384473085940077,0.5649330194930801,0.39381622061863975
cell496_HAP1_,0.4124003397458551,0.6624297865436163,0.0,0.544628535263387,0.4805475617360309,0.33838542508688413,0.6678755630108528,0.4413066197209459,0.4947456800606532,0.36003874565274974,0.32517353820775907,0.670478134680429
cell469_HAP1_,0.36489702658713413,0.4067874060700376,0.544628535263387,0.0,0.30769457764576313,0.41680327326295885,0.3392759659388922,0.408613894527298,0.3307739209941054,0.37616315165952424,0.4579522114602851,0.27827304271866393
cell315_HeLa_,0.22761723021259317,0.398046038431513,0.4805475617360309,0.30769457764576313,0.0,0.31959823047417346,0.41650623729267167,0.35226123939662796,0.30731459902093383,0.313711312218589,0.3413889081123471,0.30219122994766834
cell602_K562_,0.2942149321317584,0.5407277075702905,0.33838542508688413,0.41680327326295885,0.31959823047417346,0.0,0.5117256894085837,0.3482372937795537,0.35092985041600544,0.28038915354331173,0.2807867178736314,0.43870400357969364
cell617_GM12878_,0.46966894175411056,0.4219845365027589,0.6678755630108528,0.3392759659388922,0.41650623729267167,0.5117256894085837,0.0,0.49490301691818805,0.3884342036731368,0.48948686635896643,0.5831550455868155,0.28795033100814954
cell603_GM12878_,0.2964346716288879,0.5178415293299563,0.4413066197209459,0.408613894527298,0.35226123939662796,0.3482372937795537,0.49490301691818805,0.0,0.3905799747057282,0.3364498884796787,0.3713900643165654,0.40570805943091165
cell535_K562_,0.3030653846256611,0.4183835504515567,0.4947456800606532,0.3307739209941054,0.30731459902093383,0.35092985041600544,0.3884342036731368,0.3905799747057282,0.0,0.3384961961877289,0.3987257760150368,0.26891076251143925
cell562_GM12878_,0.2951466004889462,0.4384473085940077,0.36003874565274974,0.37616315165952424,0.313711312218589,0.28038915354331173,0.48948686635896643,0.3364498884796787,0.3384961961877289,0.0,0.32285227595147503,0.42796115952963226
cell200_HAP1_,0.2914615220589575,0.5649330194930801,0.32517353820775907,0.4579522114602851,0.3413889081123471,0.2807867178736314,0.5831550455868155,0.3713900643165654,0.3987257760150368,0.32285227595147503,0.0,0.5182601314083247
cell500_K562_,0.34996419620300817,0.39381622061863975,0.670478134680429,0.27827304271866393,0.30219122994766834,0.43870400357969364,0.28795033100814954,0.40570805943091165,0.26891076251143925,0.42796115952963226,0.5182601314083247,0.0
