,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,1386.3873659156984,966.5315805000776,920.1061405473955,394.45768171979853,510.18280931498805,1684.6497959438398,396.94588496113175,622.0797654539431,497.90140492071976,584.7059160538406,1511.8873914092496
cell79_HeLa_,1386.3873659156984,0.0,2631.0994840983735,516.8349037570556,738.1930984940223,1915.7628985048934,522.4404541981461,1411.3423165228191,933.735302155379,1486.7791193297303,2074.6004833362795,679.8421607864642
cell496_HAP1_,966.5315805000776,2631.0994840983735,0.0,1991.794637915827,1358.5979750685115,367.4901939119276,2757.8156791891433,1113.0715404940063,1621.4111939263375,484.8554323419549,398.66842546875074,3113.709922629219
cell469_HAP1_,920.1061405473955,516.8349037570556,1991.794637915827,0.0,489.1104732384752,1298.4761535386497,465.24197805576404,979.0197561114408,638.9863792264848,1051.2598281137803,1542.2500278415205,517.6667795864475
cell315_HeLa_,394.45768171979853,738.1930984940223,1358.5979750685115,489.1104732384752,0.0,735.691597717812,908.1366862802005,481.48394980777744,442.76228124856846,635.9905208223296,870.0254608070707,807.6136745401757
cell602_K562_,510.18280931498805,1915.7628985048934,367.4901939119276,1298.4761535386497,735.691597717812,0.0,1979.046629372005,591.9331505159046,941.6893480656502,307.1404945775773,351.2296294857191,2085.0296502821448
cell617_GM12878_,1684.6497959438398,522.4404541981461,2757.8156791891433,465.24197805576404,908.1366862802005,1979.046629372005,0.0,1538.7505213715103,809.6249391565723,1679.286709266,2283.2433048535027,413.39800047799406
cell603_GM12878_,396.94588496113175,1411.3423165228191,1113.0715404940063,979.0197561114408,481.48394980777744,591.9331505159046,1538.7505213715103,0.0,709.4423696254078,537.0118394065703,803.3321243567752,1323.8540535064494
cell535_K562_,622.0797654539431,933.735302155379,1621.4111939263375,638.9863792264848,442.76228124856846,941.6893480656502,809.6249391565723,709.4423696254078,0.0,770.7239419640641,1104.7512658180963,680.0041363841551
cell562_GM12878_,497.90140492071976,1486.7791193297303,484.8554323419549,1051.2598281137803,635.9905208223296,307.1404945775773,1679.286709266,537.0118394065703,770.7239419640641,0.0,351.2359455789312,1792.637967454965
cell200_HAP1_,584.7059160538406,2074.6004833362795,398.66842546875074,1542.2500278415205,870.0254608070707,351.2296294857191,2283.2433048535027,803.3321243567752,1104.7512658180963,351.2359455789312,0.0,2394.0606905608984
cell500_K562_,1511.8873914092496,679.8421607864642,3113.709922629219,517.6667795864475,807.6136745401757,2085.0296502821448,413.39800047799406,1323.8540535064494,680.0041363841551,1792.637967454965,2394.0606905608984,0.0
