,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,9597.395602112942,4952.278098207037,6345.751119102628,1712.104023858963,2213.8603853965124,12145.891657479333,989.4412330895594,3060.8296924585306,1618.2260540782231,2659.2218032892238,11735.494942191208
cell79_HeLa_,9597.395602112942,0.0,20759.16914541823,1271.8588099338972,4494.524988690357,14386.688149830816,1327.6569437473358,8536.842578390455,4237.541743352471,11160.063784335776,16337.775027700547,2160.6846547303358
cell496_HAP1_,4952.278098207037,20759.16914541823,0.0,15741.52899744761,9060.725288616704,1182.985207739743,23594.05572378663,5795.844560401552,11882.138500278366,2195.827446578377,1095.659297856586,25904.085651610512
cell469_HAP1_,6345.751119102628,1271.8588099338972,15741.52899744761,0.0,2601.460461596356,10110.803042644973,1861.2808140655652,5693.414045048689,2504.130798921123,7555.223536667036,11950.24705461262,2537.902495032435
cell315_HeLa_,1712.104023858963,4494.524988690357,9060.725288616704,2601.460461596356,0.0,4753.152928118907,6230.432550012858,1696.7377160623907,1188.8444234306035,3248.092643582653,5756.815268138702,5859.998364723407
cell602_K562_,2213.8603853965124,14386.688149830816,1182.985207739743,10110.803042644973,4753.152928118907,0.0,16724.9381834211,2711.7841869999756,6906.056908785466,765.4709282223719,714.897229578797,18148.49315373019
cell617_GM12878_,12145.891657479333,1327.6569437473358,23594.05572378663,1861.2808140655652,6230.432550012858,16724.9381834211,0.0,10849.79294790061,4915.291155441141,13426.512196117263,19086.00505321465,1891.2389262353931
cell603_GM12878_,989.4412330895594,8536.842578390455,5795.844560401552,5693.414045048689,1696.7377160623907,2711.7841869999756,10849.79294790061,0.0,3088.6945326873865,1866.244921831153,3356.4198444849753,10078.970529030545
cell535_K562_,3060.8296924585306,4237.541743352471,11882.138500278366,2504.130798921123,1188.8444234306035,6906.056908785466,4915.291155441141,3088.6945326873865,0.0,4831.762720198262,8094.294831645804,4328.034843627606
cell562_GM12878_,1618.2260540782231,11160.063784335776,2195.827446578377,7555.223536667036,3248.092643582653,765.4709282223719,13426.512196117263,1866.244921831153,4831.762720198262,0.0,1107.7690188630602,14557.448534665305
cell200_HAP1_,2659.2218032892238,16337.775027700547,1095.659297856586,11950.24705461262,5756.815268138702,714.897229578797,19086.00505321465,3356.4198444849753,8094.294831645804,1107.7690188630602,0.0,20289.596480647255
cell500_K562_,11735.494942191208,2160.6846547303358,25904.085651610512,2537.902495032435,5859.998364723407,18148.49315373019,1891.2389262353931,10078.970529030545,4328.034843627606,14557.448534665305,20289.596480647255,0.0
