,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,41.0501664539317,39.77762088755367,35.77378295615738,22.439805440382333,28.680508570059462,46.53522702289372,28.997395663863358,29.826740806713957,28.99866029809216,28.402227350725433,34.829511705381236
cell79_HeLa_,41.0501664539317,0.0,64.43775474489327,39.721495078138986,38.944963370957076,53.19384973243814,41.519857763293274,50.47533794753865,41.12616377030864,43.0660975603274,54.96403031216161,39.00984190767798
cell496_HAP1_,39.77762088755367,64.43775474489327,0.0,53.078362832120504,46.08240182120704,32.21867144875181,64.83211250361737,42.69022220536267,47.62647190666826,34.21352384887207,30.78736849186069,65.72713697946631
cell469_HAP1_,35.77378295615738,39.721495078138986,53.078362832120504,0.0,30.316887283388116,40.88366184637433,33.53095238637158,40.00370199939334,32.831775902231165,37.083719200633986,44.98711616981606,27.65469571916111
cell315_HeLa_,22.439805440382333,38.944963370957076,46.08240182120704,30.316887283388116,0.0,31.222768227427046,40.92083653461587,33.806251514054,30.427677092650654,30.780757224085484,33.09854674610331,29.938344984201052
cell602_K562_,28.680508570059462,53.19384973243814,32.21867144875181,40.88366184637433,31.222768227427046,0.0,50.25945082562497,33.8728819770058,34.278031175667714,27.11126338674452,27.18602242216019,43.45809642099084
cell617_GM12878_,46.53522702289372,41.519857763293274,64.83211250361737,33.53095238637158,40.92083653461587,50.25945082562497,0.0,48.629200140879284,38.3211505582299,48.01927614562241,56.99179936552807,28.516594565406688
cell603_GM12878_,28.997395663863358,50.47533794753865,42.69022220536267,40.00370199939334,33.806251514054,33.8728819770058,48.629200140879284,0.0,38.16107222531764,32.58704840411303,35.53132167011208,39.9499584115964
cell535_K562_,29.826740806713957,41.12616377030864,47.62647190666826,32.831775902231165,30.427677092650654,34.278031175667714,38.3211505582299,38.16107222531764,0.0,33.225415260554975,38.36243462764059,26.79771672607435
cell562_GM12878_,28.99866029809216,43.0660975603274,34.21352384887207,37.083719200633986,30.780757224085484,27.11126338674452,48.01927614562241,32.58704840411303,33.225415260554975,0.0,30.58668313505544,42.571421958895506
cell200_HAP1_,28.402227350725433,54.96403031216161,30.78736849186069,44.98711616981606,33.09854674610331,27.18602242216019,56.99179936552807,35.53132167011208,38.36243462764059,30.58668313505544,0.0,50.770579890563184
cell500_K562_,34.829511705381236,39.00984190767798,65.72713697946631,27.65469571916111,29.938344984201052,43.45809642099084,28.516594565406688,39.9499584115964,26.79771672607435,42.571421958895506,50.770579890563184,0.0
