,cell547_K562_,cell434_HeLa_,cell583_GM12878_,cell7_HeLa_,cell35_HAP1_,cell529_GM12878_,cell593_K562_,cell393_HAP1_,cell278_HeLa_,cell614_K562_,cell493_HeLa_,cell328_HAP1_,cell155_HAP1_,cell503_K562_,cell561_K562_,cell206_HeLa_,cell556_K562_,cell608_K562_,cell361_HAP1_,cell275_HAP1_,cell456_HAP1_,cell577_GM12878_,cell378_HAP1_,cell587_K562_,cell74_HAP1_,cell261_HeLa_,cell256_HeLa_,cell539_GM12878_,cell575_K562_,cell517_GM12878_,cell132_HeLa_,cell580_GM12878_,cell596_K562_,cell30_HAP1_,cell504_GM12878_,cell124_HAP1_,cell288_HeLa_,cell524_GM12878_,cell183_HeLa_,cell372_HAP1_,cell611_GM12878_,cell572_K562_,cell363_HeLa_,cell606_GM12878_,cell501_K562_,cell563_K562_,cell569_GM12878_,cell459_HeLa_,cell380_HAP1_,cell548_K562_,cell55_HeLa_,cell599_K562_,cell227_HAP1_,cell388_HeLa_,cell553_GM12878_,cell315_HeLa_,cell566_K562_,cell557_GM12878_,cell585_K562_,cell394_HeLa_,cell32_HeLa_,cell518_K562_,cell50_HeLa_,cell67_HeLa_,cell143_HeLa_,cell130_HeLa_,cell594_K562_,cell248_HAP1_,cell601_GM12878_,cell540_K562_,cell84_HAP1_,cell515_K562_,cell527_GM12878_,cell605_GM12878_,cell236_HAP1_,cell415_HAP1_,cell578_GM12878_,cell579_K562_,cell610_K562_,cell497_HeLa_,cell552_K562_,cell213_HAP1_,cell508_GM12878_,cell185_HeLa_,cell604_GM12878_,cell343_HAP1_,cell521_K562_,cell600_GM12878_,cell617_GM12878_,cell115_HAP1_,cell568_K562_,cell379_HeLa_,cell413_HAP1_,cell70_HeLa_,cell329_HeLa_,cell392_HAP1_,cell603_GM12878_,cell25_HeLa_,cell34_HAP1_,cell279_HAP1_,cell542_GM12878_,cell274_HAP1_,cell28_HeLa_,cell535_K562_,cell546_GM12878_,cell424_HeLa_,cell180_HAP1_,cell551_GM12878_,cell313_HeLa_,cell505_K562_,cell562_GM12878_,cell532_K562_,cell567_K562_,cell550_K562_,cell598_K562_,cell120_HeLa_,cell571_GM12878_,cell142_HeLa_,cell131_HAP1_,cell258_HAP1_,cell22_HAP1_,cell319_HeLa_,cell581_GM12878_,cell441_HAP1_,cell398_HeLa_,cell516_GM12878_,cell341_HAP1_,cell414_HAP1_,cell541_K562_,cell514_K562_,cell10_HeLa_,cell134_HeLa_,cell528_GM12878_,cell595_GM12878_,cell573_K562_,cell502_GM12878_,cell544_K562_,cell193_HAP1_,cell619_GM12878_,cell80_HAP1_,cell373_HAP1_,cell426_HAP1_,cell537_K562_,cell500_K562_,cell284_HeLa_,cell112_HeLa_,cell381_HAP1_
cell547_K562_,0.0,42.323848020586574,50.25196486745248,46.04796422936856,38.55118404433511,36.96629352870628,47.07218679198293,68.73312900518118,51.06343011103027,47.28679714252865,46.52177131484306,43.35248146448889,46.64388102009242,49.438459043383205,37.542733697864605,41.74959813613022,43.0449593823829,41.60354512258567,45.690981928561705,54.0668739865035,51.21626830798621,58.75635546922601,44.84521117360664,50.554781649317576,52.242908129442775,56.38553183420928,53.3462103962342,40.55995877474656,47.834803442678854,50.66649781266416,42.09720970966141,58.01657429003973,42.44484433310383,53.365305596878855,57.05091658269592,45.38377745162093,44.41147569919102,44.14237612802954,44.490940441977656,46.836985356304595,51.89136243626118,43.35061158955159,46.33362929351861,50.20958008985043,45.47437003015685,49.507464737007744,51.71271064442516,37.68292777888806,59.54236763315773,42.602967925894816,45.672044997940866,38.89402744652774,41.342126974261866,40.47869565080509,45.284572455371745,46.73361732175267,45.84315066266004,44.97605198367037,50.936029586416126,54.692344222417155,59.911422277644405,37.15720491650922,45.92278571152311,57.919764866667805,43.74240183824385,48.618994360522834,53.806294829892735,47.41267376850034,48.666254008105724,48.11533475079299,57.751379847270485,48.79346782047659,48.31358419330118,39.38115009348331,53.81616294283474,54.63558747895494,47.41685058447247,40.49812288104698,38.6075704357736,42.28269239617639,46.57761626999456,53.53126834392558,52.13172855720245,50.42138291521347,53.64935520991469,53.48478906358807,36.2661743793322,49.1347381570929,51.638975494768786,48.512191025143956,41.366706699201885,57.082710313399566,43.54372726672783,43.93407983816491,43.49527320660043,52.59185417942563,50.92672015634102,50.92099253161321,45.71201611810287,45.02572618518195,45.57925491799933,49.68650173216232,54.64490327375994,45.1777388455187,53.161845146816546,44.89360764968359,63.75856213376595,38.85139511893874,43.54135040140204,48.16624898340123,45.05515180331785,49.42659724781086,48.314700070158246,55.25191941618104,46.81055310929838,52.26184584712538,47.54010618566632,45.03339230436505,49.99620515905162,58.21025390611818,44.17925193495102,44.39445686135759,48.53759653035073,47.34095390734768,52.61360597932167,46.045719132797835,59.49406491630725,40.57125668870099,48.48090784846789,44.58369869156127,53.7250391483008,48.134971576616756,39.88072415240903,43.41999600249215,43.218304953063765,56.233918051144,46.765042970917406,43.7989889395459,59.954954831379325,69.72193626808897,36.657940775006836,40.599353056719295,35.73895848451451,44.18127260829698,53.05828864816833,41.96869930820873,52.19634075296669
cell434_HeLa_,42.323848020586574,0.0,61.16465487783245,41.817481586271086,44.86981306744315,48.457054093986535,58.22394400290759,59.73868010341312,58.09168231503973,55.45500480332973,54.67895893190861,46.08833240910094,45.81284461525709,56.940749594014555,40.89556470775345,45.646554557567526,44.74540676661195,46.639081673629974,42.93554815080752,61.256995738911364,65.106878615218,58.92483059413008,51.43755795940798,50.17371259189556,53.719144479181594,47.847164041889755,52.44220102021789,50.21552265605647,46.7504829346618,55.03916902659236,40.55155625789392,77.15521742709076,50.50010675396004,52.34891946172101,55.174011159345675,52.08849267769995,48.121430377275935,56.52349190289641,38.93967577804425,51.92994836900935,56.13611113911449,43.82216025605883,47.0022408282111,54.48274987713599,46.452235516990214,53.37431281136352,56.41841393629612,38.82934137603992,59.94527433177263,49.85734299563201,37.00107550902184,43.594030053585705,48.392207383090955,42.45168861491534,50.458629014199815,46.90915122853415,51.139864654953634,52.18249730348451,53.49353145045043,52.342872393456574,53.642717150377145,43.831719978825284,31.96121052969049,50.097048763932406,47.067028318974636,46.545041255955255,50.84770670734538,43.79512451403093,53.23267489685296,51.00840354984741,62.63824880029325,55.73718678774833,51.85773297555926,45.368410163951594,54.0843347232733,59.40052469469319,50.24288962558582,45.03716782032771,47.403459957583266,55.21498806641285,46.091532530240954,47.860145219136704,50.04546334392736,56.439331783743725,59.45420148010517,63.60993338617358,36.96404865397534,52.50048240874368,59.12417715580207,50.90536490238313,47.71676978894251,58.73288228708164,45.90627539956131,43.230161787577316,51.04366387637485,56.20393770281912,55.871587945606066,50.753994965320906,44.9977095081237,45.17860584735165,47.319932445737976,50.73283406201128,48.03887457457209,52.16172994539699,49.375662377177015,41.641279650405636,61.11174318990186,47.186177304435105,42.64752561613355,50.46491928111504,48.96055984509954,51.67253864628066,50.8758851366521,47.10213656750911,52.165246296492676,54.5787794007457,49.08501246142727,42.056347478060836,49.01473349255565,66.91573570236768,50.29754837888456,40.14459486100743,48.25830949479536,40.359720319993926,44.043568005693785,48.351254853417856,61.26581636876391,45.07128851932973,55.30027466012147,49.21956500991509,45.985187736300816,46.41674839168088,45.91367531339224,44.13738094137422,54.36426856003473,64.65121016929253,47.86869027579893,51.730069574863066,66.77553797644775,78.81653318336775,41.47484250734583,43.44399127438551,46.87576438474797,46.388400559624934,50.016303627857084,37.99302486291825,59.4074296455793
cell583_GM12878_,50.25196486745248,61.16465487783245,0.0,58.74704208204108,52.41872339713112,49.884178228513484,61.089991339187506,80.82645836859629,66.18224344839209,60.840313390305695,60.519242983274516,53.08824694952949,56.24804098057422,73.25494311468682,54.97372428952812,52.22021443745946,63.930360641279975,53.03575499005171,59.53358584121813,63.560366911545124,63.453538402949775,65.56294963080016,66.34367137181107,62.100946855585605,72.01791050978721,72.29882162131983,70.54489394887877,46.36045636680501,75.49923972664061,60.18665997688743,62.82119727229464,80.28196824632437,66.43288447297854,68.8573574559262,73.43898916953641,59.81167217178397,50.67656891794404,51.1208219539362,53.26976925565552,55.829115417624465,58.00272201000729,51.330796055987804,57.65984553187967,61.27095556462997,67.85077089079249,64.91870975507517,56.30137552942773,48.333028773389785,94.25837192204872,66.50839934694896,66.08612445471209,53.91529104823068,43.339788220206614,58.64781450896402,49.20881578781061,54.979791171184566,68.59904872096907,49.595826141193314,70.29297037924393,75.3038458232644,69.17266660047534,64.20778752181386,63.19041869771115,79.89150121425061,55.310525123521174,69.46674012584555,75.17430917184984,62.19069702727465,47.923997953675645,73.93838811392818,72.26738337903481,66.491623262395,56.24814009720349,47.04843628540647,67.90247229918482,57.357064890312785,69.50037807961505,57.391593141348075,48.899091044552975,45.8179308695389,68.57434010697725,74.27455014968501,63.616760362111314,66.5215038635716,63.83488335545201,48.319307405549445,54.88725774478266,48.75745785565735,76.5350678488045,51.76491273756355,61.46559721632802,67.55851420845806,47.04080800063852,56.565646139122975,54.147310469063804,74.69887558543525,58.09740026775398,77.86577701955088,59.764744427409475,56.95941462801311,67.24487540597048,55.22427434640769,70.17327817780318,63.91552484222091,66.56351635207844,68.24933770363691,97.13672146998779,51.88759103792574,57.14901691777097,66.13524139478372,52.26857652581238,72.92958685973588,68.89732297235521,77.50149320164954,78.59146112260896,69.37087682504662,61.80204408723864,47.48202091570959,61.40118040474269,60.082551721377506,60.070731075586124,60.350696681735556,55.72142474810629,60.62926253451524,70.29823900364849,55.579111832876066,69.42991319755558,49.78193861909049,66.36355881727279,64.61819374773096,73.57137782002194,72.33206222926418,57.228291449761144,48.650710939085144,59.09905234601294,67.48990432042575,64.80277299515704,44.7197643252702,70.55517785206344,82.73719951938182,45.19323127027479,52.01743157217813,52.802392716398856,66.69897830998904,78.52027206966858,55.50703373780779,59.27757081529474
cell7_HeLa_,46.04796422936856,41.817481586271086,58.74704208204108,0.0,44.44180517098676,45.94565663972501,57.56365365087838,77.45401589611691,56.44406297827282,55.51132082484344,49.61701051829541,50.431976159686734,55.25682823685605,50.39602884862856,41.89236259217177,43.14952739797144,44.25091840193633,45.20363877986791,47.6336656973928,56.42766446792642,67.97620727511271,65.27853836967978,50.32037600150777,57.08213246557501,56.416043912799005,47.322068919948165,54.6258320683671,47.4460161349285,47.04823436357341,57.78802818558724,39.90357566784311,64.63181174344089,50.95510059001465,44.3806512547075,52.62878682172148,46.93316912146604,36.81348982851706,58.906077880418884,40.66478325640951,55.77460610741337,55.342769490142125,45.359724883620004,46.3601015710461,58.63025381097904,46.496980145719284,48.41633378588269,53.703243855982635,44.43695948688024,60.96083350668228,48.86050676154112,41.416150816653136,45.70482609070851,46.33338888141344,47.62624193012279,48.271327084032315,44.22466517495394,46.696748452593596,51.263013976274024,50.46900649183883,56.17333552437438,56.46298469987757,41.156139406423634,43.717087301576555,49.85295178387224,43.88706035412802,45.99851026563553,51.09813552488854,50.416521420762734,57.9982809902086,50.97686430772698,64.3694869782075,49.68065348603723,51.475672428383206,44.41121464195254,58.191143951702074,63.8437514167274,50.6646821217135,48.67158654518106,46.5224815297248,51.37487624673767,44.593792449400496,46.51017108496068,55.650289810467655,56.74409139933505,63.01760126867905,48.92512718824525,40.70283732854294,50.74296839019046,59.18252735334429,47.43640223933512,47.49656417990804,51.15460156229747,51.5312829240548,42.43393563975946,50.96755988637319,56.621810414149444,59.54092007990919,50.33370570369252,44.999415336108896,49.16601150606324,50.984688562146445,47.680062399564875,49.51060431226584,51.67025397370601,57.38798743051879,48.22533951551087,64.41149931603022,45.90198482982503,39.18152512574709,53.93789856027203,45.20987628492493,53.88378721058232,51.860638470529544,53.4981127195274,50.05923599502468,46.542195225309996,48.00663760066476,46.30535191360047,51.17103928948643,59.802830879800986,51.782292380025,41.73354934545373,49.36327476146836,41.651747141801685,43.59791001618674,48.90909418239526,67.46380784448112,44.41331213270167,56.50101708394219,51.17602521459016,44.13090077134166,42.787856555531945,43.892196861864186,47.51255825838588,49.28018751800874,54.26053299858415,48.79283224892071,47.91604735498953,62.67335367221059,71.67263903257991,48.31276245989141,47.60387224751353,45.16090313287421,50.129883747419626,49.567299072058134,40.02010142688839,55.22287338383667
cell35_HAP1_,38.55118404433511,44.86981306744315,52.41872339713112,44.44180517098676,0.0,37.0905834340901,55.293777039620565,72.0352495636937,56.70158896759989,50.119492776576394,54.47864736001983,34.434288155646115,45.194490430380284,56.081306443377656,35.78801976557821,42.174749660475314,43.53114775563767,37.28065799978239,42.34052708941164,52.37872997500566,48.93288393627562,56.394570446030485,51.73820363975129,53.01358336101952,55.82019883480683,53.420878939969725,49.58473148327744,41.766111063406214,47.29282574312127,49.374450671652625,42.645368846951385,64.51334195257547,51.76594169988043,52.87980594007295,51.073046285084914,52.45878672647748,41.26685387635752,47.25452317143302,39.91830309585268,47.235741652065116,54.276153906461076,34.31672369320337,42.27164696545341,54.721709483169974,46.228572582319174,52.614820122596555,47.771439649458586,37.612079547448275,63.573615873110505,46.427218215987,49.63662642887357,43.306925217878415,37.54636689918827,36.28496788821065,40.72490185813878,40.66316400181017,44.41246260057646,43.52522513925436,47.94988533496298,53.664121385501616,53.23226502271945,42.42759289886364,49.31776026601628,55.46614009527331,44.90006966633559,51.147868349358575,50.05965459860613,42.71816414284124,48.294643914420064,50.779042515556284,61.15605908294215,51.54921702583885,48.37846249564274,39.049510512428206,54.30270322016668,61.408941790923954,46.95660854361307,43.05056547051947,35.52555302654916,41.41307817534557,46.87024681457378,51.03722881941762,47.38941426221214,60.682843807020426,55.320004390516566,47.07264051582132,35.646490572869,45.91808670075464,53.931798117520756,43.509947785102995,44.748320353285415,69.01523233025083,41.097478924014084,41.817400043259,43.09114032128471,56.31041944721955,48.812742652111496,59.59499732890964,41.76471702532848,42.21625869621653,51.69958063761421,39.64846072242742,57.048549927298225,51.840752540608364,53.69776893255314,52.098172506099935,65.19242655731708,44.058921899026515,38.95600799284705,51.142558235605605,41.53981523904141,53.24150675549018,47.339392898877435,52.95080843046287,53.57490535496967,57.571313888800205,43.8371445684503,37.79189747312034,48.82324858001211,50.82290680100737,50.449328104603694,50.11115223624094,48.26989974852309,44.45010192766371,49.160395358390176,42.62750034433734,59.01230592957042,39.93739648966205,55.83386325302985,48.11109596938114,58.445619000866685,49.3773990983682,40.38858773746479,44.71501760932891,45.14077516695184,53.18790051521958,48.12116036180325,42.948719946476274,57.13569226478337,71.28782895610327,36.60498252051067,44.42287544985115,39.95924709987541,47.849786439762156,54.61145078359455,46.476541939101665,42.73438870170879
cell529_GM12878_,36.96629352870628,48.457054093986535,49.884178228513484,45.94565663972501,37.0905834340901,0.0,56.562922704502384,74.39997368083911,58.041073189666946,51.162374076283726,52.30754334675992,40.98108077269578,44.49028229165994,49.375874682153636,38.63176480750513,42.83807803131543,49.11162611161153,42.58840677736017,47.45429142343383,58.30214489812437,55.68165080064381,58.19065698882142,48.110338186391374,54.54098206073614,62.103844720158946,56.31245658920656,53.719029144279865,41.595423495399345,54.1971600021369,48.42109814398687,43.795139760048045,62.296254245152426,50.898844933321044,47.99901948721936,55.17358133792183,48.3332867261017,42.442803636581814,39.77763706649174,44.567698326821755,51.0161133737646,50.43676301336034,41.32438512330597,48.27773434750526,52.12547645866727,52.46509839433024,49.65496831907449,48.81053073977391,42.51073990487507,65.93536361248408,47.39574131396877,49.38964328736225,40.98977036689029,38.99861226066244,47.44737214043501,41.141091602060065,45.82115477394231,48.841875494457994,45.591186370520596,51.57358986948218,61.92492842554147,57.76381786996146,45.06281890953852,48.52456482805267,59.75663599112137,45.33473551899304,52.152125082544536,53.50575076161313,47.922313410300944,49.05448750507164,54.7694047754658,61.48608584077337,53.66478471081622,50.14373292856316,36.96808258365277,58.79901931559029,57.46218141290551,51.4704392447258,44.255203879502865,42.56096917453833,43.11932739860068,50.6608833869969,52.55772280144387,56.5696630300323,53.00732672274532,52.569447089774556,50.7163440314191,40.81927416934521,42.485650994771746,56.58172481385297,38.48514099217505,43.97148743973001,60.25410599699652,46.63006702577874,45.875237203942575,45.3418407081522,62.19630942588816,48.33981725428988,56.74358460709803,49.24442268328528,46.807566380678104,50.45525778108953,45.63561565815806,59.68416359686566,46.688904235607865,52.55283243719998,52.79917847766687,72.17123057690429,43.99508177935123,46.97617492854339,53.21572291128223,43.040967783517615,54.58227102295988,52.19365229662297,60.02940043337394,59.31682364747059,57.891576256957094,44.97961247781961,45.53009243673854,48.66006562141473,53.75269220099315,44.771001410506514,48.24681836557727,50.9492518475247,50.169114052553454,57.338979734745465,49.062613774719054,64.99069910200119,42.40046808412605,53.011109926549864,46.980785963256835,57.314338799140984,52.58194730027364,41.06034736041956,41.042687998950335,50.69572386623687,52.54749259820957,52.8958582155085,45.178727418076846,56.09349080965999,68.55858858109474,39.38253932758867,40.98787415027295,41.01931308386304,47.7484641620359,54.91436934168334,41.60089811930129,52.626044308441735
cell593_K562_,47.07218679198293,58.22394400290759,61.089991339187506,57.56365365087838,55.293777039620565,56.562922704502384,0.0,81.28385509976212,60.52850265739779,52.904428297646604,58.09088097879365,56.429920349722636,65.1447644749521,54.22276656647042,45.86080862316912,57.478187115505136,52.189732005476934,50.22855514180708,57.88545663409647,64.15034740942195,70.92489448677179,70.25515340678503,51.80172920415964,53.565655855796315,64.6953689387817,66.54424255520267,73.68572579942517,50.833046286251495,59.179681145315335,67.22015177698034,56.490628454939014,68.24782056250861,52.500288200843414,60.7709069020342,68.63989007811696,58.2164882309722,60.20576505797904,56.113242729042376,61.13488330098686,57.13615627871597,59.25565008593786,48.424491042967915,51.42490388659686,62.84013225503597,51.58225110695871,53.01153933149202,56.98468131082609,50.0435864374893,79.41178979662517,51.39859330224597,63.57007903502801,43.164230284946925,52.04872073252661,56.01946004673318,48.8983190161294,54.69250544386896,58.765709778213555,51.129869178518625,58.16356777425242,64.22457602681138,64.92956977760271,44.39644701389459,56.324567055458544,67.9347939623572,57.021840094959494,52.517871048870674,54.89920689153644,63.23244420431601,58.636447237999946,55.401930962760616,60.85261857366969,51.624634192046365,62.735320826956695,54.07456501733292,62.373299010810115,64.68742973984935,62.16725496872851,47.89770317314276,52.419591324301614,50.86103206233254,51.855584008754356,65.54843373955136,63.741941947765426,66.12452875292682,65.35406442239245,65.99595644504457,46.556464093366706,59.28625838319524,71.04304505104761,61.3893007355328,52.58432430416635,66.531777894881,54.81772054768727,50.11677938022353,49.89877846238571,74.31306265989119,66.10176930594773,78.45825696477402,61.220622216990165,58.60378641252245,59.14586059491852,56.113637980805,62.44614633078158,48.09621583085951,67.60121464364894,57.4538643362918,76.86895185963597,52.43207200626962,56.86332380454069,43.87334972803561,56.67590439130371,50.93825157335176,59.75631242553236,66.04769384276852,65.46930855110485,76.79838611386876,60.10294583809299,58.645482424855444,62.772265960709426,68.62150138060575,56.32003878327629,60.47539060732848,60.77585132108413,58.47243306982702,62.79271890397832,56.4746945033008,69.75067511279953,54.37162044930571,54.37486242943114,53.71168423414036,62.3395765239447,55.49960683331523,48.043578409359995,50.05242090272248,49.60004936873018,72.22821554848261,54.27250439435545,56.43081446167113,71.59250598706134,85.74425900535057,45.0972234676734,54.179623472699426,49.6762998453971,52.00719506049716,58.473549619545636,52.66911711536041,65.22489311971334
cell393_HAP1_,68.73312900518118,59.73868010341312,80.82645836859629,77.45401589611691,72.0352495636937,74.39997368083911,81.28385509976212,0.0,78.2262235280073,78.57077999218075,76.40243452814718,69.47078632846063,59.20791837243139,94.76432105535012,76.06505539649939,81.38257842589644,76.72966642143754,73.31885440775478,70.05671059769726,82.66780300578279,83.96106543354034,81.31436157541087,81.77095178989134,84.08983487066037,73.44886877575163,77.02760464960384,80.41877143340412,71.42108322595624,78.85534592567872,81.73236127386812,78.55382330797399,103.4098898985583,71.01068358456111,89.7905102592285,80.1934641690815,85.3186975074725,78.48055517047324,75.08689740262133,76.559006618667,68.19841134958394,71.63465741814662,69.53337925790298,76.93114397749929,86.76035950295537,79.95245215190587,93.18749086567738,89.57769255014063,62.721804849513795,97.23692372008854,84.43570748133806,70.35030052184571,71.28101889449785,72.94241546477537,65.63820666670806,79.50617006376034,70.83029232997308,81.60990204375744,73.54449415332319,85.88223883570043,72.32542476819589,84.79581910585132,80.30121472918586,68.91330802946989,92.56298196492111,79.85037795737315,76.33517444323931,85.69888407168611,69.23967082207947,72.20286863269307,85.56813484228005,83.36286948341143,90.34946902785055,71.61010832983652,69.18137654532757,79.3664806256541,75.03769403795675,90.3966144530365,69.33462919609987,67.35350755941175,70.82023048621606,78.55221982450584,90.36120919892322,75.44402030722568,81.76941317151187,84.2846914375591,84.39232069383883,67.22591452293558,78.39050105465536,90.21401271851008,83.0266612677786,76.17238898886472,87.68120999816207,65.67811644139891,75.39704341453475,72.79474661494902,90.07476190235174,76.60657994357011,84.81651074353366,69.5832944302588,72.34240625026206,78.82186969658358,68.36814645863296,83.1165554697721,87.00103501199565,67.48201135371322,72.7798833550237,94.38249791880807,67.48258396201703,79.57297770967699,74.51500586441054,78.5791255932831,79.19999226717616,76.52711915784157,82.15795539817859,81.21240599103004,86.46173226844084,81.83295719294179,61.472002396528204,67.28258499398002,90.42647304456327,75.78996938344562,73.32523838288101,78.8020801359003,66.13437440094546,83.48791955440694,71.87331470431441,80.71444498234514,69.42072338454379,83.97537976507698,77.14468287529198,86.03754413100556,85.31272884765379,75.25756021512952,75.06506229666859,78.11530896821576,96.32362997012203,78.33560203028242,75.55375178946701,98.93603138796902,109.69024606530638,68.36593532826899,63.00802974543525,68.5639809141211,85.87869577559519,88.16951875211038,74.8951013223766,84.04240371719077
cell278_HeLa_,51.06343011103027,58.09168231503973,66.18224344839209,56.44406297827282,56.70158896759989,58.041073189666946,60.52850265739779,78.2262235280073,0.0,56.751185402292045,57.99165699298236,54.24665531413903,62.758008504054054,62.296721007827536,50.684366444075295,56.69935755257093,52.90137733546461,56.51087946928701,61.03681777766771,60.897421598292965,56.308438953804696,68.9871573198474,60.74863599061233,55.6546500687091,62.674527176656696,55.71821550107558,60.44111077460429,55.10632180064531,62.60488366400479,65.29407938488903,49.904168545391514,72.06635094517371,58.60903845406369,51.94743167104957,63.35314421443958,55.76746644328237,57.85567043868742,60.52428588573508,53.019133226422504,59.71253295459647,59.71875617846155,50.3063204992594,56.133728723457956,65.94583976292148,55.16233827695231,57.92753666914546,63.55424111007184,52.77372384920502,72.13475219169688,55.88765235777967,60.51695509454535,55.1333229752632,53.56776813197048,50.45080287957379,60.26717578352405,51.03593318976799,54.853849855659746,54.22040421652419,52.7313746516435,60.24018958395644,58.133504677317525,50.76403750365503,54.918260932992574,58.86482683355206,54.42604150863016,57.32605045699337,51.82175125424082,65.46503307608273,62.06766754604552,55.46651639574775,65.96213201755474,59.441024141240334,52.69930141082412,55.10039990630166,61.30229241174421,65.28550278917041,66.05621660117866,47.47885694518743,52.451171642583375,50.935303093983386,47.3632009081521,66.37321147306707,68.01845281789659,66.81694946601527,64.3988268949796,67.60967492486711,47.366570056788966,58.37400496744216,67.53543598967386,62.78781777316483,57.017384721327204,59.812732673505195,59.729409258140095,45.67111758638804,48.82571874734123,66.11478011194423,69.05373873426795,60.764373898752794,63.320129792656765,57.16707662618015,58.515859921010914,57.3674626878538,52.50378072690776,60.931410278749816,61.31160712374205,61.29045278655556,76.40034207376118,53.533817907865945,57.95386532802516,53.03037813649436,53.426045425178685,60.84976205684327,54.023100208425035,59.91346280604476,61.93076357054581,66.82773802574516,61.786425924158266,54.712874690601865,56.73281821055704,67.44888763863746,63.97483078511624,55.46820636370638,55.130385600338364,51.595000807892774,58.87524985418038,49.48150985670944,66.47350339334133,52.40942139874514,60.807149948465046,56.31299020292136,53.17729800031919,56.58603455383053,52.79174282616953,53.35363139726876,54.30291719146908,73.5004480796436,52.980638809424356,65.1812770799515,69.12696396353891,86.53816022873951,56.97770805155477,55.911610247174885,49.420788318546286,55.52453114084995,64.12903038743389,56.94216095469079,68.53688682877772
cell614_K562_,47.28679714252865,55.45500480332973,60.840313390305695,55.51132082484344,50.119492776576394,51.162374076283726,52.904428297646604,78.57077999218075,56.751185402292045,0.0,58.2677331337412,52.96990009308544,61.16706727663036,48.93150407495361,39.12701610252214,52.22000760890942,50.24392738600696,50.22637728317825,55.20459466046685,60.21353239770462,63.05519839939892,65.69830611527381,52.731924418001135,46.76877934813214,64.81328378336944,51.75224457950817,55.361801835089494,49.62981005053614,46.75174688586618,49.58100808374154,48.22824284404719,63.69613607247394,56.51627662268173,49.552504984487854,57.88618958155923,48.154949989229735,49.78272983096291,52.525937722174724,48.27542509731452,56.07092371200596,52.354035384877726,48.378495230058604,57.68437936185261,57.293568876524475,49.60882527543099,49.14195781569265,53.287249512253396,50.99536537376729,60.8445220836599,45.66565579824421,51.91271497839709,41.603700259618975,50.58445407963097,54.214053891927115,45.85125320054366,50.88659482245985,46.68561397324068,47.62795226333989,48.73795289028716,56.931699509513834,57.63968440213926,45.43751058125159,45.583453543043746,56.10826109566088,52.126702806741434,47.519677659961374,48.426735588498815,60.300864792410046,60.325368755942854,49.751786438440945,59.555602840755235,50.003126033485,55.690648903794894,50.62901396686069,55.827561130184385,58.548784508350366,55.37531457713423,51.10624896482658,48.34932215656306,57.10022916236245,48.62430654590795,47.97897690042946,63.38410078777685,66.63124132771367,59.482099296423115,64.05553595285086,47.12160003527928,47.441852602218646,61.663062460608906,57.06649188732257,44.928186956295164,61.841392831692,52.700598912907466,47.617949036465504,50.74880541835499,59.64048361614837,54.63615823850653,62.06176083130926,55.762369300066865,49.341553050900636,52.828858742501325,54.412156877699545,54.60519245177116,48.659825523921484,56.427286381844596,51.582044683575106,65.12348532661694,52.996310142039256,49.72003242549184,44.433107657156484,50.32879228525715,49.74480408274003,48.57249862562911,50.815892723028966,58.460528296574296,66.79740890401965,51.33186739280548,55.40304322854895,54.12406607298272,62.0959369206693,55.12999481821615,49.36400959520636,55.59570890660659,51.027383679766004,58.52808181399635,52.79304963259578,69.2484704630366,49.26080397960172,49.61720449515991,52.4941506190441,53.42177108430801,48.11784592462929,46.978043397340336,51.709586863056835,45.28249204346283,60.748438612789656,49.84997015488862,60.73762204566641,64.10700430062263,74.43590458383062,44.00421537394922,52.089360655508145,44.467763608763306,42.977155001707615,49.1639259850934,46.06172227085008,60.797945180448984
