,cell547_K562_,cell434_HeLa_,cell583_GM12878_,cell7_HeLa_,cell35_HAP1_,cell529_GM12878_,cell593_K562_,cell393_HAP1_,cell278_HeLa_,cell614_K562_,cell493_HeLa_,cell328_HAP1_,cell155_HAP1_,cell503_K562_,cell561_K562_,cell206_HeLa_,cell556_K562_,cell608_K562_,cell361_HAP1_,cell275_HAP1_,cell456_HAP1_,cell577_GM12878_,cell378_HAP1_,cell587_K562_,cell74_HAP1_,cell261_HeLa_,cell256_HeLa_,cell539_GM12878_,cell575_K562_,cell517_GM12878_,cell132_HeLa_,cell580_GM12878_,cell596_K562_,cell30_HAP1_,cell504_GM12878_,cell124_HAP1_,cell288_HeLa_,cell524_GM12878_,cell183_HeLa_,cell372_HAP1_,cell611_GM12878_,cell572_K562_,cell363_HeLa_,cell606_GM12878_,cell501_K562_,cell563_K562_,cell569_GM12878_,cell459_HeLa_,cell380_HAP1_,cell548_K562_,cell55_HeLa_,cell599_K562_,cell227_HAP1_,cell388_HeLa_,cell553_GM12878_,cell315_HeLa_,cell566_K562_,cell557_GM12878_,cell585_K562_,cell394_HeLa_,cell32_HeLa_,cell518_K562_,cell50_HeLa_,cell67_HeLa_,cell143_HeLa_,cell130_HeLa_,cell594_K562_,cell248_HAP1_,cell601_GM12878_,cell540_K562_,cell84_HAP1_,cell515_K562_,cell527_GM12878_,cell605_GM12878_,cell236_HAP1_,cell415_HAP1_,cell578_GM12878_,cell579_K562_,cell610_K562_,cell497_HeLa_,cell552_K562_,cell213_HAP1_,cell508_GM12878_,cell185_HeLa_,cell604_GM12878_,cell343_HAP1_,cell521_K562_,cell600_GM12878_,cell617_GM12878_,cell115_HAP1_,cell568_K562_,cell379_HeLa_,cell413_HAP1_,cell70_HeLa_,cell329_HeLa_,cell392_HAP1_,cell603_GM12878_,cell25_HeLa_,cell34_HAP1_,cell279_HAP1_,cell542_GM12878_,cell274_HAP1_,cell28_HeLa_,cell535_K562_,cell546_GM12878_,cell424_HeLa_,cell180_HAP1_,cell551_GM12878_,cell313_HeLa_,cell505_K562_,cell562_GM12878_,cell532_K562_,cell567_K562_,cell550_K562_,cell598_K562_,cell120_HeLa_,cell571_GM12878_,cell142_HeLa_,cell131_HAP1_,cell258_HAP1_,cell22_HAP1_,cell319_HeLa_,cell581_GM12878_,cell441_HAP1_,cell398_HeLa_,cell516_GM12878_,cell341_HAP1_,cell414_HAP1_,cell541_K562_,cell514_K562_,cell10_HeLa_,cell134_HeLa_,cell528_GM12878_,cell595_GM12878_,cell573_K562_,cell502_GM12878_,cell544_K562_,cell193_HAP1_,cell619_GM12878_,cell80_HAP1_,cell373_HAP1_,cell426_HAP1_,cell537_K562_,cell500_K562_,cell284_HeLa_,cell112_HeLa_,cell381_HAP1_
cell547_K562_,0.0,423.3253899051789,875.2960558618702,447.52706386599505,279.5984192915146,314.2825386958372,608.6982619688686,1015.2795289902775,591.9936591005422,530.3502282964951,467.7944455095978,313.35640052516135,482.8560565566622,749.0431101070947,275.8481149804219,518.4192477691886,408.43925288647614,436.3840349100982,451.9070411382325,554.3063028267178,471.25084038697565,750.6204293960598,465.2475824179008,566.9911376574852,584.1896975687332,644.9314761205796,625.5733034051574,415.37166000865943,610.4345423588906,460.5759423030893,498.0670391529774,764.5881225691132,378.16049637197125,626.2049618653509,654.9563326353343,483.25368278583915,410.65639956439804,618.1026679670131,461.80881031824947,685.6317548629248,550.9812190811413,347.1818882621136,433.15526604449843,478.86994045254266,442.151013000841,658.0946030907936,538.7524067036018,356.3717172201856,870.516354927006,504.15682390161476,568.0428936030664,487.0412808834969,535.1945783067516,416.9507703970222,454.6556279250461,433.7692676753011,530.5206862493421,453.5542719923744,548.3529452454468,739.5192147843967,680.6508649194909,410.9144352737611,473.2433769540109,911.765600325088,419.14338898655365,591.3159801609422,640.7967150190349,371.8268280679412,711.2005543209671,555.4022122955848,625.4789559255437,569.3830415921806,366.6712467257811,286.49590317101274,652.6108927864784,588.0878798248701,606.610865673756,309.70212538406645,414.39305395500185,912.4216122429796,476.92117328287,781.8678113881286,593.456522590147,605.688232239979,599.7629321583092,754.1203757213231,263.0419073538455,531.0513622816352,511.02584875203155,607.226256212926,323.8969711569581,792.0083426897663,630.9077334969054,596.410226325642,496.21408153316355,613.4842947837545,555.2709007343917,670.5108837528244,400.98028284424163,434.6761799061085,472.57159829264214,438.84414242963726,674.3316100284011,572.4351969193264,502.3488007044065,518.7898120344569,1000.3253882651475,380.98188185784863,517.1176475561335,554.4378596825616,417.2620362556856,625.2408954967414,441.335434542667,738.3833008343415,540.0301599226723,696.7357688934176,493.05671197785875,528.8161968758795,417.2798889036815,769.8924439732023,530.3671669575506,501.1086180879347,546.1365763556655,504.38202061946345,527.0395923191716,401.58884441020973,765.4312926806488,347.3200592608978,565.6888128004847,439.2488362866302,776.1291667199102,638.6497788908267,304.6217887020304,405.70769120955686,497.20526633642714,747.2177282667288,481.504846046357,640.4512263869049,764.8123112191306,1049.1063499665797,354.3562655064938,377.0544560169216,412.08459228359203,483.20232163366694,722.9256894461031,437.4899310902523,599.8685423533011
cell434_HeLa_,423.3253899051789,0.0,1194.0095341979472,397.1442633589788,509.86860926382286,633.4695453990374,868.2902909833512,948.1241101393412,591.2923112793239,672.1696678619908,591.4854510419241,570.0841077465318,626.1119211041223,837.6150997350908,482.8337412716845,543.4163000303923,567.4876545942087,666.1249430480409,460.4321039160627,700.0979438378611,813.2787818977282,843.0182136759904,685.6746616954276,732.1797461315198,777.6429543918363,422.95301046213444,522.6496373315176,818.7723657661355,554.1088683252669,607.3895757789915,386.8785142145569,1157.9700443596662,498.6295641476719,658.8538631357308,604.0473524186586,636.4364632369158,591.0270635917954,903.8647149197334,414.21755023759226,1016.0327085016733,760.7656369760534,590.9256023510561,703.0244564639127,726.8832285591509,465.8659563553379,675.5639076102602,852.1476850117806,548.0215390951455,654.8872599545226,557.5674276248254,264.9645015822556,672.9275126447822,963.5069474672855,454.70063010643764,775.6984441274681,475.7528219040479,517.8270361842526,726.9651437723342,649.8609520253426,594.6989533241951,523.5948880434703,527.516147936586,244.10649935011944,670.0939320759793,454.9308958863032,556.9095862236763,637.8520380094593,425.7484161332252,1072.0135106210025,564.8388776191726,773.2414304484678,784.621927001893,506.22765048465476,563.6964221854405,640.8991587902156,756.8222139241674,526.8596275702931,503.22299434226596,797.3306168507631,1458.8791100300887,456.3096440461479,612.4845055174274,557.445040806907,797.6952930608893,745.6692905572995,1126.8613080589341,401.0968968225709,709.0443119425453,541.7165731499174,879.0267786630052,503.4157789496981,811.6355822793435,867.008476058252,539.300699374862,817.4208873694035,480.8081419415222,764.6673633116028,554.9903291596823,503.3587787719189,509.8298788035735,416.60859225182503,633.1279113545228,535.6054802404645,765.499004481429,595.5445048861412,395.9411068209141,830.0534930356012,700.9022927129989,416.05013851200044,680.8740365071238,721.3925882088973,647.5928740042693,515.6159698562489,604.5250069183782,456.6373552314423,518.6652640071626,648.3173011126073,634.3415448276127,477.10145895374905,1064.5007664870031,773.0894611206695,403.3096733095693,522.5602924099416,381.45218170660775,416.18520327016,523.4231354147455,864.3523366760287,535.5738961073862,700.7439969334096,616.1184605504054,583.5874266568946,648.2139790650949,568.1830295624911,706.9920344705193,788.586352764957,889.873207739911,426.56663559486253,1044.3631824387805,899.6701115261312,1087.315461254108,670.2280225359332,559.2187025171683,680.4687824006983,550.7412619316119,637.1237642479078,365.5948833355505,803.8627925561937
cell583_GM12878_,875.2960558618702,1194.0095341979472,0.0,884.8340628217563,797.7659407307453,566.091136000226,888.537162084782,1518.1135096023927,1052.443082416688,982.3153534508551,898.9195520830235,827.0111479290857,895.9743918021798,1516.3524263550732,887.2957726771142,633.744629236387,1235.2559998096403,726.1954397160703,963.6008121160071,961.0227514988363,891.875543914167,880.1891638176728,1301.2260349694582,1031.3922246694,1060.582647271608,1088.6259393626533,1283.4140124802152,539.819122121039,1675.4571146036064,941.5170305726066,1068.6163963009521,1342.0937307410961,985.5139743425134,1177.6119742869942,1237.67644344606,1044.970022346451,830.3211390630488,722.0063161771266,743.5911849415182,994.5479532985604,738.9391860147744,762.8275772369035,837.0279559717502,829.7367213257457,1230.1472838526624,1295.8384588464814,595.5895771460107,806.5243580730717,2093.018478416938,1263.9515488412258,1401.1386567126683,1079.4799960019564,665.5402657286529,1052.4190203518992,511.5931700905545,768.838495728427,1304.7026052197757,651.8009547360738,1260.9743928630676,1257.8315736469629,1084.3707208068327,1312.8844642205186,1146.4701899742342,1723.071702360205,712.4518383118416,1374.2565936843862,1500.9269694081854,1123.6654561662397,567.8178057470121,1552.2274580854069,1069.1337782021162,1193.817733474427,682.9989374750676,691.5703590928499,1033.20559567274,773.9467073312247,1320.4625489892032,894.6983889403614,685.7735250223905,874.6818536828307,1267.395155549518,1669.7031017394447,1213.165474659624,974.4591571726327,1006.9815871401386,511.9806746019797,981.4644646899644,591.1368932567632,1444.9002432837026,608.6378598573162,972.8286740185388,1025.1213372496911,724.3381680440895,721.4408838228055,720.0747123162155,1558.9629607818347,756.3799831497355,1546.9344859806215,1030.2398116853783,834.3435567735773,1244.8337752694106,970.7115658460059,1367.1986508854593,1059.1875722944387,1072.0601125034989,1210.3488670082902,2222.4618845607947,728.7816339893499,1026.2743997222308,1098.6822252242996,780.1343987974483,1421.4060885421532,1177.6497738370133,1638.9469979346895,1625.5024450503597,1397.0883479047486,905.0338559948672,654.3645127731816,1131.8862371856053,802.9882674700544,1055.2569489756756,928.1857548419214,674.0184767675403,989.7342688219676,1113.9939520621247,971.618515572731,977.3224147189753,801.4394331252192,1233.06710120773,982.8113357696386,1532.9987357500272,1559.3687776118168,794.8781253233171,587.8647444294197,748.5526307249863,1050.3047695681746,1054.5499387798484,744.582765407617,1104.6038849396082,1489.0778984566014,724.5241723220788,851.8260682900177,799.2514210742713,1321.3591644929834,1713.540844182356,837.566778575488,947.2812634922764
cell7_HeLa_,447.52706386599505,397.1442633589788,884.8340628217563,0.0,455.5763480370124,452.40778684080755,606.6502560351696,1056.7729205916528,482.1295541099414,520.850909755085,449.5077469201673,559.489020759801,616.3423138296343,595.9395552297133,394.23351646553357,428.9806147249203,515.963412301774,561.1676795585814,398.0944071042379,502.3096265101251,578.834483310004,743.0328169396871,651.9510921111823,610.7768755038601,632.5702000348392,391.5312494124521,527.8930285178366,659.6223867632355,573.6481712160214,472.17325501550874,331.7006532365471,754.1224870585173,454.8151910700594,417.73991911930256,412.92772708766023,429.26783210217917,338.7952932984112,875.3047701209457,402.6746384349709,1051.0692237976632,648.7900745314452,592.9852090356908,529.0972107251528,581.0251943812964,372.88940972019526,417.1406751606388,591.1416393131931,680.9792316983077,716.3640830237225,492.14603595291675,405.33657278317685,726.7712682260117,824.9037237126199,488.5826954670329,561.9716302664151,389.03783474754124,527.379252001357,592.455141436917,493.3227654638378,541.6851406288525,486.14614662306894,437.434292447988,482.1878105409538,580.8950359171868,316.3015786546044,547.4139023904249,568.6857025050156,469.41894748617585,977.2647291669209,530.001644244066,603.2557249672166,455.37656111351555,487.5873996133901,457.82686550896335,610.3455431636553,594.9376186994552,477.817895553256,531.9576126313499,767.9682625390078,1284.295480192595,325.910338876088,587.6847865836148,652.2633270802484,541.6334397686071,645.1112816589681,660.0324289365287,366.7564422582185,554.6800640835587,526.6544455448561,674.0858330037096,458.17651580461,551.9627308610337,855.152985805162,462.7075790774358,667.2614250897021,455.8457804088806,698.7803449573391,493.31683848151783,430.39561909317604,403.8055662211692,432.4007414411912,458.4819063025845,416.73064534557557,599.4175218934992,626.0663704737437,423.25374755983563,880.447108071774,524.3382156122804,302.9168070434023,632.2191935363395,503.97943983219074,555.2157785663966,488.4347635192183,574.8579501295656,474.41540326003746,357.7532647278557,533.2341898982123,668.765329440773,451.73176921419156,807.8990008548019,713.1393570327143,413.25046988100564,363.819974063627,391.8179518299481,264.2389483429664,393.2792489499119,805.0107108106604,543.0064251641616,560.3466038089796,501.1671722778814,505.16721938661817,471.11655356356397,454.09461446877117,549.5101190732356,618.6139303477926,539.5771549680217,432.6307963375083,886.5284051724723,555.7889050660792,756.2594426194396,684.6098598942774,573.6208256410238,777.3418298367682,511.3603987515563,573.9557208137227,373.0270289927013,613.1719244236963
cell35_HAP1_,279.5984192915146,509.86860926382286,797.7659407307453,455.5763480370124,0.0,349.92604274815903,655.545409381212,1094.2213592061198,643.0642354380063,600.3845056556305,583.8729718340343,246.15451376309366,450.651829376465,887.2234738726129,328.51084277757565,499.631564036485,422.8209014886835,396.24280616263735,390.0470602317248,560.966123568581,462.6811667312505,769.58275428252,641.2024752933689,670.2706280624608,623.0075451387768,644.2431696113097,641.9596035050597,455.8995825475757,728.652246441776,515.4147987167694,497.61114147684214,937.8476988710679,449.82412420561656,742.9942793614465,625.455984977699,631.5302055282489,415.1355254744379,622.9246180051693,429.6235512708386,722.4473312603187,624.8528920366757,302.3117592017627,407.4731047903797,543.425220313668,451.2278811888572,785.1687999235598,510.66831594365044,359.9852785306873,964.2722686699615,617.2449946654862,670.2193606819585,592.3126180917284,491.0206046989863,344.742868660064,434.6144975132231,394.72832028982043,561.8014406239386,401.76237593595715,585.2544401737017,655.883111841854,533.6232853306386,556.2098663227491,564.3937466963818,939.3205801791232,421.24553210364365,694.2513958172108,714.7511309098165,355.63429752005743,673.9748432124528,727.4430696531692,569.5893158669144,640.4228716470093,427.1324747178837,296.13577670644133,592.965473531147,652.1837197653889,638.3972302744456,367.35938959003465,408.23495221193684,772.6739793133304,466.1282170662145,871.5199626425072,529.9755181261058,783.6088878864279,674.9930177447021,618.0441649751713,295.7266404058722,563.3259062668621,578.6001439802826,518.6532385389161,465.0217400992801,911.8974938076018,562.2660097732276,474.00193726213934,414.86611414694653,682.4918123084165,571.9652108632811,815.2441232075828,346.3524866177426,494.64185576562517,646.3865286271366,441.7155730056431,767.490069891963,664.3885366025477,633.3180954465386,599.6308338083556,1136.1168132302794,436.77664043666994,444.55973273641587,626.537244095864,421.77483885825853,751.2873232114875,523.5429661358298,752.403290435198,670.3516019349213,714.7489387374432,430.5428056462248,419.80959438655486,516.8781174309333,669.4160014532467,730.3977917884152,536.5999285691207,496.3696045254133,485.71609625884304,481.74003352402264,387.7391437250208,703.0893018014281,332.0026483192783,708.4830741607759,530.3540122386044,895.9941144688939,697.1048129722636,418.59921257374674,410.0918034361552,518.5174906158798,738.4968446196933,478.1654400354096,631.771996467568,759.934876611407,952.1536152752465,407.056470025226,498.30900022215377,408.5958706591787,665.6339517077042,826.2151591878694,444.019928255146,463.1911311623193
cell529_GM12878_,314.2825386958372,633.4695453990374,566.091136000226,452.40778684080755,349.92604274815903,0.0,561.8127445932417,1206.1767250578935,631.5586551076422,500.9853698031289,482.3717548474507,375.26410426693946,484.80623351337476,738.9701976050385,330.9678482883556,423.3822911203938,552.9352388176512,409.1122355688527,527.5854541327793,518.9399103675388,434.1598935554045,575.8333903064029,607.1660512748039,526.4142977105646,706.3543845926141,664.6803521264305,714.8397406930253,382.97881163407686,863.9408484278117,395.63304743516755,564.9401207333564,745.3801213335618,454.9703868861411,623.1572322560501,621.2847814978152,527.6799186410655,453.617470690107,443.91055863081425,460.57891361261085,795.86243810126,489.0422041411414,392.8654641003084,415.51242784210626,343.2583478442923,574.2489537581062,656.97285083491,301.31822576701853,482.1472275348221,1127.1849446880956,583.1002428978001,772.9283443279935,625.724311842698,488.6579657435823,598.2423922045052,358.48165465825633,397.1873341299804,640.2895949695273,424.7009092483993,565.4922526911455,802.8751050311951,621.5879505260193,572.4531210768316,605.0146524007574,1012.5422289198572,399.9071998252474,725.0767499562124,745.2115032787137,433.6771839608887,543.5465403394883,752.3814862923714,549.7884449723741,613.9610180066584,374.3916482109987,320.5101065755731,608.782385883267,506.4276803648977,680.7065383583123,393.75100518842555,491.0198299850216,814.4658484828501,589.4026754127058,917.1018010285392,684.9591022458455,485.9740731569624,533.4225591845042,551.5360043119155,414.2938570590151,334.9225041855914,596.6431915904399,365.6466483854242,411.1364234993038,660.9555748544278,631.7400402797359,508.82926485164796,459.8758699422989,815.1007029368183,494.3411745625755,837.0512193874313,502.21109598808323,430.60766877875983,575.996308623399,465.679200054982,829.4252480554397,488.98564755110715,553.7245612267627,679.8519377356862,1249.5258996935804,409.4677301155647,591.3314656789078,582.2503552331469,363.3684706547361,798.0171124017176,487.3649260193864,903.4569577988917,783.0814224209557,776.9742348552288,460.49374468254996,545.0207362217809,559.9489360886951,593.8055782574977,626.9595112655448,495.9883179941045,495.33646274290237,617.1476805155595,577.4504135403313,482.875308919609,716.8575502653279,391.3760197615048,645.6095553954837,527.7144622572848,865.4397622450813,745.1321040522496,302.9829255933434,295.42679824443337,492.83499572742693,542.528565395929,541.953720171978,610.0662659190074,516.1623855383405,823.6009976799721,436.3889452993132,503.1512885849552,477.8952134133697,643.0935731549989,896.6264333612601,409.17762034354695,563.6773461651286
cell593_K562_,608.6982619688686,868.2902909833512,888.537162084782,606.6502560351696,655.545409381212,561.8127445932417,0.0,1121.395582798924,638.0364454761147,489.0988392573427,539.4780609905208,593.4772230575963,776.5360170491821,656.5910275796612,439.040000356973,608.4887021290588,640.1471690821993,645.5611562606505,681.0960719472725,653.4269094356306,637.6319992542797,684.2479171004906,633.9398612986307,473.7116163376049,689.4642091433668,825.6700965113328,821.3803496918115,634.6369133078092,855.684971535572,674.0254616183937,689.5792722292222,703.2259050841081,433.10691157138734,747.6352868811128,651.0276962915258,657.7417458077447,767.3993108577921,761.2389357663435,838.7430446040659,948.5898382685959,535.9536460758402,599.4194408844871,549.1215880920322,686.5127968482514,608.6145917227815,732.2458241151401,661.0921552553149,712.3364740933735,1146.3654937717074,595.9788747940934,987.7258059345088,620.8365147866837,777.6287261473005,729.5992071241444,450.1254409730652,551.0117726358236,775.6828366853307,566.0074558071188,602.2553936674346,830.9854739805766,723.4267902232511,616.568756721089,722.528190727635,1022.0541532709275,648.5532639143553,561.2057652324013,657.6327657349241,763.7472822335646,799.5895462590313,770.7517056254585,559.984277189669,532.9668459989595,586.0820101625109,581.5416462002675,689.4026081011388,479.892936766444,830.6305879263798,494.12628289122216,705.9945395569798,1067.270712642318,659.3704772375247,1000.2576149532799,644.3550339050573,669.8540417045383,623.9751514019763,762.50955522481,596.6742154453264,594.3157195808747,803.3633634942735,982.7738769728236,587.451688418677,669.9703697573422,835.0198569386941,563.5378003691511,538.4523376468647,981.4429668720558,746.5825335473402,1070.668993776125,709.4788752965555,607.0798496366438,634.6646210569335,618.6241965384341,852.689256128246,531.027391030053,643.9050219179376,617.2117186607904,1151.532444829653,458.16683762006477,768.8407744163637,396.0545439025568,611.7283108683088,605.8809254662431,583.6812552345741,853.2400496087353,870.098836655168,941.9103595131446,725.834274875133,795.3349365799688,678.5282844004746,855.2041692960094,701.5235308559688,689.9544119721718,725.3112854041315,759.5646344463815,690.2479735909875,520.108997446578,704.7865607288014,708.6778312704533,555.0913109125927,509.38378158413263,845.2769333262007,727.6432888298142,467.5712916592619,432.5382699194038,515.4633325947501,782.2407717799596,469.32473992042077,1038.260876023021,774.7294185200332,1122.3077416174924,617.3098175226239,637.2675351538767,686.9125955803452,666.1965855056369,788.7669875902036,563.9546573082193,730.6719520720158
cell393_HAP1_,1015.2795289902775,948.1241101393412,1518.1135096023927,1056.7729205916528,1094.2213592061198,1206.1767250578935,1121.395582798924,0.0,1176.4900612257977,1135.615752399341,973.0338392017152,1036.4331853193974,739.1918579149229,1815.209337821438,1107.5674494274513,1287.0913231872828,1463.7679195387243,1120.101740189184,995.4525930947756,999.1837153232175,1229.430525206156,1150.2314665196895,1617.854221950077,1506.632687745116,598.3167362071979,1062.2229625341283,1110.3126832825892,1163.0332540980764,1397.3803593842022,1163.267199061798,1307.5575786528111,1563.1691730610878,918.7059311742369,1393.9128570096511,870.5583799182316,1334.1874772563256,1407.4282111857447,1385.3783815768522,1267.64612248609,1122.5474154219296,1038.98836081216,1118.844350418519,1328.4605291842254,1214.8075669307057,1102.6104979317452,1708.5050821299008,1427.2195398156916,1142.0237646045834,1595.4237511516749,1364.8887938450318,1255.7754416850808,1504.2683863928967,1466.1991674888259,872.3581620505037,1306.845344042622,1181.270460870663,1390.184266535574,1250.7728856822287,1388.221035300865,907.8387424455482,1191.482477562081,1371.3709525892957,1021.6596960229805,1623.7223939239025,1155.0578366107225,1345.3737594630497,1587.8803871665766,914.32955278926,1345.6025105051167,1330.4386399746286,993.598366153972,1423.7437783297196,881.1216553687954,1159.7796379790163,1134.9537093009185,1017.3571063198984,1417.519483270244,1144.4533540087934,1303.2506476139774,1939.9787861944908,1141.889483675398,1819.8917987555742,940.3722887230329,1155.3501968330438,1156.5029156178177,1312.1200335752676,1000.8311706998059,1257.5521740483996,1249.0875650756805,1542.064634125658,1022.1958912166255,1524.7909263647696,1363.554899398131,1280.6329460527588,1303.3762562796728,1444.1874625752525,1188.5719201505535,1190.2539363891874,739.7249063763717,946.6711790437896,1225.8659757449268,1045.2916151926756,1310.3698506141288,1336.5124091383725,824.8316612118288,959.097721973182,1707.2719934330485,1053.4763536278642,1349.344351065685,1273.1712577100775,1240.6867129222037,1198.816249233715,1264.664536589502,1435.4561763900324,1254.997541566733,1220.2341725123376,1058.173495345856,983.0188519591818,921.3052413080079,1581.3041079787274,1202.1612064361334,1168.9462278474468,1192.3082810911037,984.4592284058023,1187.4822699715105,909.4652229546256,925.3747810241955,1179.7038405481746,1262.9701695337083,1107.093823478801,1586.1911360560039,1551.9783988443423,1087.6518229514747,1203.932130491276,1225.8970692458097,1423.4605253987038,997.5187252238521,1292.770646334614,1505.7633302638892,1622.7110897716839,1271.9821414978237,873.0687521976015,1169.1825038480174,1319.431101046134,1648.3884964607496,1092.3630617772458,1208.6342671052814
cell278_HeLa_,591.9936591005422,591.2923112793239,1052.443082416688,482.1295541099414,643.0642354380063,631.5586551076422,638.0364454761147,1176.4900612257977,0.0,493.8676545411615,525.1913089909108,653.3099978400222,756.5122986033277,676.1778157530639,517.4471540096289,659.4833465742098,535.6141903587586,694.9294752280096,634.2731231271207,583.5402142349864,488.14871185180243,855.1577401596521,630.2648049211306,457.97322875797965,822.2151459261524,495.1249752251978,585.2471014886645,787.1942813338285,705.3136912293036,559.2009826964454,437.9338494293715,824.9074788362952,571.5083942605908,575.2257362974606,618.3571850099713,682.8593938231251,722.7673912999437,810.565725726052,599.1603298738789,1168.6489466923852,597.7166585731425,555.0798444282818,561.1707154314238,718.082405894696,488.0910489348662,663.0544586062911,600.4020499584574,769.5243207363521,773.9882560772546,573.3593239523956,658.0824897417464,651.8987936575763,946.3076386794492,539.5536472019754,636.4695725838685,410.41068099028803,595.8349291677555,660.194960545695,535.2189847019946,640.8311753276189,551.9673671190861,529.1282220684469,498.07126267467925,681.3969787416986,496.3221239215778,567.0918172487584,473.45713799627833,720.2389258612568,940.9767109919211,549.2731862969312,604.0299180699116,601.3017848565905,542.5016822091071,668.0638769643738,529.9400324243684,559.5641554461403,713.513449937917,452.06729596192525,899.0704581668442,1206.074018828567,459.1261344474858,813.1008822792162,844.050782689769,835.5389668258712,648.2178985363861,1018.5898352323088,585.085649257363,561.3903615108458,598.1820496424948,955.9303114108018,615.3518283879844,497.46658758379283,1065.2673529382591,423.9421443988935,502.46018046339293,617.9438248681205,792.4740339211485,832.5997372169171,639.1091566210744,533.8732984195301,370.39628928607044,688.2340853687531,491.2806918063485,631.9588595166601,646.4271936695712,668.3788806033282,925.4495847105073,627.9008532803236,689.0243873655741,520.933519918908,608.5150901406439,616.0751866258252,448.7117534155235,554.8350241687672,604.5625124513233,637.3648155207638,847.6539156880121,844.4334502612163,474.3751875372383,983.5514004795506,1031.7371385337328,540.8459700113203,587.3909181260826,524.4176039465561,503.7408561330975,521.2546185697016,702.7833244434961,597.7899090930362,589.981137449838,635.8725037254611,480.14374717010026,619.1106800567549,498.8115582901877,610.706381941848,594.0264749088,950.5542775851001,445.22673101284005,1227.2253193117924,723.3827288469258,943.6879913562386,794.6694067563235,855.3411835194906,685.1828999529419,645.3245470987612,654.2281608375604,543.8509453381104,888.643956820276
cell614_K562_,530.3502282964951,672.1696678619908,982.3153534508551,520.850909755085,600.3845056556305,500.9853698031289,489.0988392573427,1135.615752399341,493.8676545411615,0.0,548.4552521301666,563.7918321382778,734.8708570037415,442.69961574965936,320.9303442050432,470.7341067320024,508.9046783774333,555.6210966540343,581.9915795396668,453.15200965939516,623.3724275983736,646.448741526189,565.5821731194843,323.7427266965464,635.4564539687951,542.1912645530116,555.9252485734679,604.346261392024,513.4324777706488,443.75125778732036,458.6039005165004,573.8657836598369,418.89691350173473,437.38590188325054,578.4333666512139,423.70726138135706,586.9221592879125,615.068316204301,556.6407923047377,946.0428368013393,522.4479163780436,533.7882867102745,555.8465449821496,474.1397170174382,381.1648853776387,530.3874659234602,576.6031230341064,788.5542714330418,756.7957621319863,372.47953207090296,660.2408645569981,582.4307789228299,892.1235212959673,710.3242690989197,523.4575160595048,424.8804597535907,439.81081471303963,611.3010530201044,376.6025970998683,665.5387595153223,621.1912276199871,444.9100472253659,485.1167433209167,641.3696614703629,493.0825329948056,432.0082075840455,441.6296065289042,616.7401721791009,915.1034484909578,445.7505116173845,504.52428007139736,407.57121043360723,522.4507720823003,619.3151905508616,425.69128041919856,570.4250909653649,543.3339859842108,457.5826232959626,682.9500087577298,1328.3918802348092,400.3568602650909,647.8430662406566,686.4064129666795,704.5558242458319,412.6117568967416,929.649109395884,586.2625287308031,462.8473671365066,488.6470004443782,850.1861085413349,335.03296046030266,553.4022813235948,943.7867683822415,467.2815152513069,605.5833735528421,615.1242236757316,573.167014802339,733.0394316553878,584.0765519343355,407.07404317196995,404.81298289375627,712.0990118654743,551.9732292459048,378.1191508798777,555.715115911228,573.6795635106537,774.7875964298719,561.3031578031253,630.9124919137719,324.0312534461257,550.7538007602334,430.55556271431124,317.19770146057635,592.9990956674357,627.5557794968424,746.009233085239,529.2929244904477,822.667072500766,538.5486227078993,714.9217699355615,683.9086887933233,443.2272532123182,576.0994598586803,529.0713757236974,551.4470068654657,463.92253554832416,674.0796481582477,547.1315661112643,337.8869829742625,411.36851137589633,545.9559155533697,481.14666940704365,351.03812731830953,462.8913866704852,419.023877892191,555.1543643231992,354.32889235162315,1101.1186665155794,657.644892270469,850.9607030958516,607.6196893275016,681.7264868815328,591.0698032631813,372.14178803408527,563.0284762093236,443.14406634376763,701.2435421548705
