,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,2.1966563386267106,2.392237100200347,1.830726726862725,1.4203951303263365,1.7762263740583404,2.1341780711836056,1.9462855894345163,1.714058951461047,1.9195350661158177,1.8326094266844302,1.5768003108852717
cell79_HeLa_,2.1966563386267106,0.0,2.4648142236318566,1.9066110276039154,2.2072965873527672,2.279042429113113,2.289025850782758,2.640794869380878,2.280950552429153,1.9116639683728422,2.4732178815045476,2.246384316136779
cell496_HAP1_,2.392237100200347,2.4648142236318566,0.0,1.8192833190609945,2.1196908628378917,1.5948707780251645,2.0012431116661564,1.9539680768108163,2.1761355069743535,1.5168824458925436,1.5583209525733486,2.1582340698948803
cell469_HAP1_,1.830726726862725,1.9066110276039154,1.8192833190609945,0.0,1.4054236270976488,1.3397722381536945,1.7129274000853383,1.9306387574619346,1.6520868589470679,1.414030268909082,1.7368666910256187,1.2977842338595391
cell315_HeLa_,1.4203951303263365,2.2072965873527672,2.1196908628378917,1.4054236270976488,0.0,1.3572842013163502,1.8357270766564828,1.9475196773662224,1.830812268597515,1.5895583164211422,1.6310442199076753,1.4676060745510568
cell602_K562_,1.7762263740583404,2.279042429113113,1.5948707780251645,1.3397722381536945,1.3572842013163502,0.0,1.6692657578936947,1.8076921996065587,1.6183093835715208,1.2585590701217595,1.4056949002222257,1.2783872399538065
cell617_GM12878_,2.1341780711836056,2.289025850782758,2.0012431116661564,1.7129274000853383,1.8357270766564828,1.6692657578936947,0.0,2.2624484639613685,1.8030556674685763,1.6979692528705677,2.042981171046188,1.282843864716859
cell603_GM12878_,1.9462855894345163,2.640794869380878,1.9539680768108163,1.9306387574619346,1.9475196773662224,1.8076921996065587,2.2624484639613685,0.0,2.1148090275899323,1.8234309294975688,1.878794244510911,1.8409590494456145
cell535_K562_,1.714058951461047,2.280950552429153,2.1761355069743535,1.6520868589470679,1.830812268597515,1.6183093835715208,1.8030556674685763,2.1148090275899323,0.0,1.5583993684038084,1.8290970760355354,1.2366362570227079
cell562_GM12878_,1.9195350661158177,1.9116639683728422,1.5168824458925436,1.414030268909082,1.5895583164211422,1.2585590701217595,1.6979692528705677,1.8234309294975688,1.5583993684038084,0.0,1.653836345671341,1.576323195293934
cell200_HAP1_,1.8326094266844302,2.4732178815045476,1.5583209525733486,1.7368666910256187,1.6310442199076753,1.4056949002222257,2.042981171046188,1.878794244510911,1.8290970760355354,1.653836345671341,0.0,1.6472582698165983
cell500_K562_,1.5768003108852717,2.246384316136779,2.1582340698948803,1.2977842338595391,1.4676060745510568,1.2783872399538065,1.282843864716859,1.8409590494456145,1.2366362570227079,1.576323195293934,1.6472582698165983,0.0
