,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,5.437294570247342,4.984666969482234,4.824816285530261,3.088958769891293,3.775956363732821,6.149423994257068,4.157305432361373,4.102582812310996,4.072753427246747,3.7316386438183846,4.632201595338763
cell79_HeLa_,5.437294570247342,0.0,7.449143490792453,5.325458256546815,5.236492814709749,6.5872833325614035,5.695857840868167,7.10027741024512,5.628567668968915,5.689857600816018,6.786697823941283,5.64904463497821
cell496_HAP1_,4.984666969482234,7.449143490792453,0.0,6.20618186044888,5.640787272714686,3.9982314976408837,7.345384500881502,5.344793007142037,5.752459275943612,4.207156111258033,3.7723543798803867,7.46034710290732
cell469_HAP1_,4.824816285530261,5.325458256546815,6.20618186044888,0.0,4.202945085710306,5.154726726431965,4.7241787090648355,5.654336610544267,4.484471491372846,4.841273065093177,5.54971645734291,4.057660197613021
cell315_HeLa_,3.088958769891293,5.236492814709749,5.640787272714686,4.202945085710306,0.0,3.9676348159058294,5.449542551972439,4.931321749238666,4.104667163105403,4.148503270303944,4.253077911505819,4.122691380321361
cell602_K562_,3.775956363732821,6.5872833325614035,3.9982314976408837,5.154726726431965,3.9676348159058294,0.0,6.062877516448396,4.473267519234909,4.186283886155048,3.630744781923114,3.4775770636624226,5.150276317741015
cell617_GM12878_,6.149423994257068,5.695857840868167,7.345384500881502,4.7241787090648355,5.449542551972439,6.062877516448396,0.0,6.689630540899174,5.13970469564992,5.996856725969138,6.732357291740893,4.420913742285514
cell603_GM12878_,4.157305432361373,7.10027741024512,5.344793007142037,5.654336610544267,4.931321749238666,4.473267519234909,6.689630540899174,0.0,5.4242064984740495,4.685784900402449,4.727171793649893,5.585466192263722
cell535_K562_,4.102582812310996,5.628567668968915,5.752459275943612,4.484471491372846,4.104667163105403,4.186283886155048,5.13970469564992,5.4242064984740495,0.0,4.417365600435376,4.84080738415926,3.7339084584387665
cell562_GM12878_,4.072753427246747,5.689857600816018,4.207156111258033,4.841273065093177,4.148503270303944,3.630744781923114,5.996856725969138,4.685784900402449,4.417365600435376,0.0,4.104503043744769,5.412053592225542
cell200_HAP1_,3.7316386438183846,6.786697823941283,3.7723543798803867,5.54971645734291,4.253077911505819,3.4775770636624226,6.732357291740893,4.727171793649893,4.84080738415926,4.104503043744769,0.0,5.950906185925635
cell500_K562_,4.632201595338763,5.64904463497821,7.46034710290732,4.057660197613021,4.122691380321361,5.150276317741015,4.420913742285514,5.585466192263722,3.7339084584387665,5.412053592225542,5.950906185925635,0.0
