,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,30.466070406161037,23.993949713120326,27.106579743963557,16.22238656815851,20.381400183849742,31.348876031421526,23.323950627419258,22.116888587190175,22.09022379923499,19.980120382242426,22.243270383921733
cell79_HeLa_,30.466070406161037,0.0,34.57000119101443,33.79036263709472,30.778212332377798,31.664760395732763,35.63200428858862,36.305315713052416,31.64632034159801,28.74203976980496,31.973318612421355,33.23204801825429
cell496_HAP1_,23.993949713120326,34.57000119101443,0.0,28.75469449322771,22.10696077608541,18.54911019763869,32.80656327103637,24.74864557186224,25.347544883609267,20.451659546016298,17.47930910103061,30.67668478497264
cell469_HAP1_,27.106579743963557,33.79036263709472,28.75469449322771,0.0,23.78836378210189,24.657902241723917,29.21825716953832,31.128888701097047,25.331711986709614,26.26747578761175,26.742693146943637,24.885327722021685
cell315_HeLa_,16.22238656815851,30.778212332377798,22.10696077608541,23.78836378210189,0.0,18.195593953700026,29.424665931948716,24.37696326165991,21.953604881079926,19.76944686249022,18.808751650507993,21.613671234112687
cell602_K562_,20.381400183849742,31.664760395732763,18.54911019763869,24.657902241723917,18.195593953700026,0.0,28.072269569748713,23.29744824250851,21.467456399791875,18.807095565467844,17.421029623067863,22.340468999471813
cell617_GM12878_,31.348876031421526,35.63200428858862,32.80656327103637,29.21825716953832,29.424665931948716,28.072269569748713,0.0,33.44251838151899,29.36120828094422,30.467077761620878,31.838385789135977,26.63929877246192
cell603_GM12878_,23.323950627419258,36.305315713052416,24.74864557186224,31.128888701097047,24.37696326165991,23.29744824250851,33.44251838151899,0.0,28.281646102273037,25.01325366334367,23.969466190401686,28.15761289011192
cell535_K562_,22.116888587190175,31.64632034159801,25.347544883609267,25.331711986709614,21.953604881079926,21.467456399791875,29.36120828094422,28.281646102273037,0.0,22.591746884435214,23.07113090057951,20.02691167272622
cell562_GM12878_,22.09022379923499,28.74203976980496,20.451659546016298,26.26747578761175,19.76944686249022,18.807095565467844,30.467077761620878,25.01325366334367,22.591746884435214,0.0,20.612838950878274,25.28594314126191
cell200_HAP1_,19.980120382242426,31.973318612421355,17.47930910103061,26.742693146943637,18.808751650507993,17.421029623067863,31.838385789135977,23.969466190401686,23.07113090057951,20.612838950878274,0.0,26.62523134830112
cell500_K562_,22.243270383921733,33.23204801825429,30.67668478497264,24.885327722021685,21.613671234112687,22.340468999471813,26.63929877246192,28.15761289011192,20.02691167272622,25.28594314126191,26.62523134830112,0.0
