,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,80.07790837796958,75.16714317435995,81.82222247262695,56.22452075772117,67.75691992182317,93.73002291117612,77.02894113172158,70.62277916800215,70.42716492887075,66.2400156167788,59.549959128144
cell79_HeLa_,80.07790837796958,0.0,85.01582817687364,95.68477487038594,78.22238032029125,85.74461207500693,105.95219531477233,92.90131276861572,85.4493205332414,83.84011515628448,74.37258802652418,82.05802103714458
cell496_HAP1_,75.16714317435995,85.01582817687364,0.0,75.75936258093749,67.57055003634622,72.71347292977094,91.45020294806233,76.09818264320953,76.35314957754193,73.50280302440542,68.3179950966629,73.76742005585575
cell469_HAP1_,81.82222247262695,95.68477487038594,75.75936258093749,0.0,74.67008789932194,78.76061707912724,100.91929868923474,88.06968580543028,79.41056406762075,81.69943065738198,80.59825600460766,71.7929365917388
cell315_HeLa_,56.22452075772117,78.22238032029125,67.57055003634622,74.67008789932194,0.0,66.47110158471783,94.40329937803656,73.60344080672623,67.00447571418427,68.17295771107999,62.93427023865175,57.53882470229644
cell602_K562_,67.75691992182317,85.74461207500693,72.71347292977094,78.76061707912724,66.47110158471783,0.0,90.66281343894443,78.31972264612037,73.77100947328034,70.73638944670074,68.77846658982132,62.480624537038125
cell617_GM12878_,93.73002291117612,105.95219531477233,91.45020294806233,100.91929868923474,94.40329937803656,90.66281343894443,0.0,101.64302680016674,94.35936527280205,98.25556191257978,95.3170040787673,88.047168691551
cell603_GM12878_,77.02894113172158,92.90131276861572,76.09818264320953,88.06968580543028,73.60344080672623,78.31972264612037,101.64302680016674,0.0,79.71656207980195,77.87124248738772,76.06168480436298,74.09842075483735
cell535_K562_,70.62277916800215,85.4493205332414,76.35314957754193,79.41056406762075,67.00447571418427,73.77100947328034,94.35936527280205,79.71656207980195,0.0,73.13637205669525,69.70523901887069,62.02619851652573
cell562_GM12878_,70.42716492887075,83.84011515628448,73.50280302440542,81.69943065738198,68.17295771107999,70.73638944670074,98.25556191257978,77.87124248738772,73.13637205669525,0.0,73.11301604352835,70.1262817256108
cell200_HAP1_,66.2400156167788,74.37258802652418,68.3179950966629,80.59825600460766,62.93427023865175,68.77846658982132,95.3170040787673,76.06168480436298,69.70523901887069,73.11301604352835,0.0,68.32743943172949
cell500_K562_,59.549959128144,82.05802103714458,73.76742005585575,71.7929365917388,57.53882470229644,62.480624537038125,88.047168691551,74.09842075483735,62.02619851652573,70.1262817256108,68.32743943172949,0.0
