,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,18.794037048583487,17.730633159528992,19.15185841570524,12.890972139162521,15.062292577724769,22.708144119130004,17.793770576891053,16.095318429755334,16.65255241774077,14.8816356727249,14.208516387433711
cell79_HeLa_,18.794037048583487,0.0,19.643440908490327,22.45505997418513,17.829116808920116,19.571212359802836,24.960511011553535,21.660066874441185,19.561674268144515,19.434247945474592,17.272660773767626,18.884507689499607
cell496_HAP1_,17.730633159528992,19.643440908490327,0.0,17.440511609128677,15.2269892145511,16.65829426034248,22.02476589278936,18.015192871473282,17.123846527380355,17.44050054310895,15.497477502696073,17.378467577824136
cell469_HAP1_,19.15185841570524,22.45505997418513,17.440511609128677,0.0,16.958963869160257,17.963782768168826,24.180694773723474,20.996751368154392,18.045259087424746,19.560408563650597,18.59981433398515,16.452435476326695
cell315_HeLa_,12.890972139162521,17.829116808920116,15.2269892145511,16.958963869160257,0.0,14.825165070185319,22.44043910766782,16.287899114504985,14.805757668414376,15.767558024425734,14.098805513980816,13.1964377299609
cell602_K562_,15.062292577724769,19.571212359802836,16.65829426034248,17.963782768168826,14.825165070185319,0.0,22.08951286238758,17.80377650053142,16.865142054091,16.200365528683086,14.829258271185925,14.049070316304492
cell617_GM12878_,22.708144119130004,24.960511011553535,22.02476589278936,24.180694773723474,22.44043910766782,22.08951286238758,0.0,24.650178885286874,22.663146873510463,23.624605953818747,22.116711571842906,21.333471128787586
cell603_GM12878_,17.793770576891053,21.660066874441185,18.015192871473282,20.996751368154392,16.287899114504985,17.80377650053142,24.650178885286874,0.0,18.438680977109428,18.130347368733165,18.090882197974118,17.17727634190708
cell535_K562_,16.095318429755334,19.561674268144515,17.123846527380355,18.045259087424746,14.805757668414376,16.865142054091,22.663146873510463,18.438680977109428,0.0,17.258350100415058,16.092827872270714,13.829978494239093
cell562_GM12878_,16.65255241774077,19.434247945474592,17.44050054310895,19.560408563650597,15.767558024425734,16.200365528683086,23.624605953818747,18.130347368733165,17.258350100415058,0.0,16.932755835385578,16.371714801809347
cell200_HAP1_,14.8816356727249,17.272660773767626,15.497477502696073,18.59981433398515,14.098805513980816,14.829258271185925,22.116711571842906,18.090882197974118,16.092827872270714,16.932755835385578,0.0,15.657750826278466
cell500_K562_,14.208516387433711,18.884507689499607,17.378467577824136,16.452435476326695,13.1964377299609,14.049070316304492,21.333471128787586,17.17727634190708,13.829978494239093,16.371714801809347,15.657750826278466,0.0
