,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,4.233937860879275,4.390488760707292,4.047288148239193,2.9337731278437564,3.736012635967814,5.124065330505161,4.3234910723845275,3.759902042952713,3.3278864871655536,3.3934965112574567,2.625767565053505
cell79_HeLa_,4.233937860879275,0.0,5.449759429441331,5.529393534163383,4.729707730582902,5.089202126388407,6.02988254947923,5.081306907090216,4.580383544770767,4.704717566761368,4.261058507002546,4.063468889020573
cell496_HAP1_,4.390488760707292,5.449759429441331,0.0,4.483473302030408,4.454209246889414,4.277723526863529,6.092990390902791,4.222441330025574,4.536227616216648,4.991074842849644,4.527279189254491,4.469032477161971
cell469_HAP1_,4.047288148239193,5.529393534163383,4.483473302030408,0.0,4.850288024476406,4.25765987857335,6.167667766862258,5.383547080037639,4.935326500172033,4.80869661956998,5.181856850340372,4.189912129569806
cell315_HeLa_,2.9337731278437564,4.729707730582902,4.454209246889414,4.850288024476406,0.0,4.329989837774845,5.878331509749467,4.148928871579404,4.139013323915661,4.194832107075122,3.839465891477734,2.8841975806977915
cell602_K562_,3.736012635967814,5.089202126388407,4.277723526863529,4.25765987857335,4.329989837774845,0.0,5.185015090904425,4.620454082358185,4.642365762477156,3.971126740545843,3.8713644570050523,3.6739632881562487
cell617_GM12878_,5.124065330505161,6.02988254947923,6.092990390902791,6.167667766862258,5.878331509749467,5.185015090904425,0.0,6.003216262173581,5.534200494780428,5.493339078253172,5.703920122265258,5.218423220248912
cell603_GM12878_,4.3234910723845275,5.081306907090216,4.222441330025574,5.383547080037639,4.148928871579404,4.620454082358185,6.003216262173581,0.0,4.668091007533118,4.2252240882178,4.028062047322458,3.965688543606692
cell535_K562_,3.759902042952713,4.580383544770767,4.536227616216648,4.935326500172033,4.139013323915661,4.642365762477156,5.534200494780428,4.668091007533118,0.0,3.9591244928565104,4.286765073646804,3.5820222797430166
cell562_GM12878_,3.3278864871655536,4.704717566761368,4.991074842849644,4.80869661956998,4.194832107075122,3.971126740545843,5.493339078253172,4.2252240882178,3.9591244928565104,0.0,4.351056612617706,3.845363496558607
cell200_HAP1_,3.3934965112574567,4.261058507002546,4.527279189254491,5.181856850340372,3.839465891477734,3.8713644570050523,5.703920122265258,4.028062047322458,4.286765073646804,4.351056612617706,0.0,3.864513551223429
cell500_K562_,2.625767565053505,4.063468889020573,4.469032477161971,4.189912129569806,2.8841975806977915,3.6739632881562487,5.218423220248912,3.965688543606692,3.5820222797430166,3.845363496558607,3.864513551223429,0.0
