,arc_pair_131562,arc_pair_155179,arc_pair_151599,arc_pair_19523,arc_pair_206589,arc_pair_210034,arc_pair_286715,arc_pair_392525,arc_pair_392575,arc_pair_511835,arc_pair_551110,arc_pair_575727,arc_pair_610399,arc_pair_591198,arc_pair_599471,arc_pair_653762,arc_pair_669454,arc_pair_68404
arc_pair_131562,0.0,1.5091946510116943,2.0309620778985065,2.1090967611878373,1.4500057799638535,1.3597878654268163,2.500897617792298,2.0945921646043684,2.082271757574907,1.4421151030381818,1.340282237439307,2.1036998928147668,1.3692341218970494,1.3785266426386327,1.4352756865464062,2.047669412027079,1.9163793285290462,1.5166718768882754
arc_pair_155179,1.5091946510116943,0.0,1.1192364504308632,2.2727796581489885,0.872341161258429,0.47685679887399574,1.6200300777613927,0.8047990804178591,1.235113864344276,0.6220363412407186,0.834755390089545,0.7759073437750784,0.32309483477537315,0.7748339404751572,0.5911693736926544,1.537232846577854,0.7079689409496097,0.7747508093787554
arc_pair_151599,2.0309620778985065,1.1192364504308632,0.0,2.468392055960763,1.144404031442367,1.0442911637266812,2.1726393057444007,1.1615832040290375,2.1305404731661275,1.0994979606344746,1.1256832829031986,1.0830553878121,0.9233956418618985,1.1755296360483143,1.0442016065676296,2.0130378731978626,1.4770862081474925,1.1067437138450043
arc_pair_19523,2.1090967611878373,2.2727796581489885,2.468392055960763,0.0,1.971469726883769,2.3280787491504227,3.162953668768318,2.5538869584966863,2.4909198898063503,2.183823543147762,1.7448291904218385,2.58152508355339,2.2791851752854146,2.1329826811448087,2.1792309789529005,2.110537158744208,2.2689704904000054,1.6940081218513685
arc_pair_206589,1.4500057799638535,0.872341161258429,1.144404031442367,1.971469726883769,0.0,0.7024859814284798,1.8702923496347879,1.289019799739635,1.6419328218978773,0.8622217924053395,0.8093717132711552,1.187065255826631,0.7743129260417279,0.8721993844999977,0.8784410944689389,1.467336925513905,1.1410688041095038,0.7335252040537303
arc_pair_210034,1.3597878654268163,0.47685679887399574,1.0442911637266812,2.3280787491504227,0.7024859814284798,0.0,1.792547651915965,0.9072671063001488,1.5824485383719562,0.6536014060413801,0.9116118024925202,0.8251862341309578,0.3455782182305699,0.575651955656673,0.5933053116155586,1.6886884907990547,0.9144661957682321,0.8957884920346723
arc_pair_286715,2.500897617792298,1.6200300777613927,2.1726393057444007,3.162953668768318,1.8702923496347879,1.792547651915965,0.0,1.979158458363086,2.068054387716321,1.8979931955814484,1.8221349007644179,2.1264237546721514,1.7611119791787115,1.8894838952387496,1.7445235169872373,2.3035255998452464,1.7896680631398212,1.590167006586276
arc_pair_392525,2.0945921646043684,0.8047990804178591,1.1615832040290375,2.5538869584966863,1.289019799739635,0.9072671063001488,1.979158458363086,0.0,1.2242858174107625,1.2263686740517714,1.1845979590292366,0.3394520286170481,0.9557583168502984,1.4211951451779146,0.7866519230786742,1.6591309677043542,0.861473152821817,1.2515570136196272
arc_pair_392575,2.082271757574907,1.235113864344276,2.1305404731661275,2.4909198898063503,1.6419328218978773,1.5824485383719562,2.068054387716321,1.2242858174107625,0.0,1.6724451385112928,1.1993092050778111,1.4326415987929604,1.727366472084741,1.8514096350483005,1.3760531745606133,1.5561149484360626,1.0369386543600518,1.4685129291180614
arc_pair_511835,1.4421151030381818,0.6220363412407186,1.0994979606344746,2.183823543147762,0.8622217924053395,0.6536014060413801,1.8979931955814484,1.2263686740517714,1.6724451385112928,0.0,0.7767981994382791,1.1140448305954964,0.5835159414513622,0.796865492851585,0.6096349081176002,1.6885546879748639,1.122080378795365,0.9209099812973394
arc_pair_551110,1.340282237439307,0.834755390089545,1.1256832829031986,1.7448291904218385,0.8093717132711552,0.9116118024925202,1.8221349007644179,1.1845979590292366,1.1993092050778111,0.7767981994382791,0.0,1.1006347249591666,0.9154431896558077,1.0101766670581043,0.7529420384481322,1.2759151073472115,1.049689496721776,0.8463067090597016
arc_pair_575727,2.1036998928147668,0.7759073437750784,1.0830553878121,2.58152508355339,1.187065255826631,0.8251862341309578,2.1264237546721514,0.3394520286170481,1.4326415987929604,1.1140448305954964,1.1006347249591666,0.0,0.9270239638070696,1.3911907743007739,0.8653446220441019,1.63266685078997,0.8443122198415612,1.2598300408660048
arc_pair_610399,1.3692341218970494,0.32309483477537315,0.9233956418618985,2.2791851752854146,0.7743129260417279,0.3455782182305699,1.7611119791787115,0.9557583168502984,1.727366472084741,0.5835159414513622,0.9154431896558077,0.9270239638070696,0.0,0.6367263342796081,0.5898958696700467,1.79899339140648,1.1015686909328026,0.7559745633301225
