,arc_pair_221519,arc_pair_161493,arc_pair_48468,arc_pair_684529,arc_pair_206257,arc_pair_249616,arc_pair_337111,arc_pair_290847,arc_pair_726656,arc_pair_447717,arc_pair_218228,arc_pair_307657,arc_pair_48188,arc_pair_147702,arc_pair_169201,arc_pair_694660,arc_pair_25587,arc_pair_542791,arc_pair_682126,arc_pair_402982,arc_pair_578116,arc_pair_307953,arc_pair_313438,arc_pair_203062,arc_pair_197122,arc_pair_27742,arc_pair_255622,arc_pair_139628,arc_pair_58054,arc_pair_557730,arc_pair_610128,arc_pair_283483,arc_pair_370771,arc_pair_522221,arc_pair_624573,arc_pair_144158,arc_pair_257950,arc_pair_115275,arc_pair_593564,arc_pair_708260,arc_pair_496804,arc_pair_247784,arc_pair_230744,arc_pair_364083,arc_pair_511862,arc_pair_649551,arc_pair_489657,arc_pair_270697,arc_pair_446116,arc_pair_148500,arc_pair_90669,arc_pair_656372,arc_pair_664080,arc_pair_257072,arc_pair_261455,arc_pair_547258,arc_pair_67750,arc_pair_720681,arc_pair_347280,arc_pair_588558,arc_pair_594469,arc_pair_649403,arc_pair_599471,arc_pair_718797,arc_pair_695283,arc_pair_516918,arc_pair_724174,arc_pair_260376,arc_pair_551617,arc_pair_358495,arc_pair_450035,arc_pair_64470,arc_pair_665109,arc_pair_726873,arc_pair_461800,arc_pair_156269,arc_pair_269928,arc_pair_242245,arc_pair_384979,arc_pair_51712,arc_pair_595373,arc_pair_295568,arc_pair_142660,arc_pair_495861,arc_pair_167650,arc_pair_82729,arc_pair_169398,arc_pair_435729,arc_pair_653762,arc_pair_644674,arc_pair_365022,arc_pair_716732,arc_pair_692544,arc_pair_134659,arc_pair_639703,arc_pair_632661,arc_pair_566053,arc_pair_129381,arc_pair_271027,arc_pair_493828,arc_pair_336359,arc_pair_621082,arc_pair_731860,arc_pair_323321,arc_pair_462000,arc_pair_43532,arc_pair_131562,arc_pair_119264,arc_pair_625567,arc_pair_16513,arc_pair_101269,arc_pair_176092,arc_pair_523521,arc_pair_551110,arc_pair_521750,arc_pair_166773,arc_pair_532740,arc_pair_700005,arc_pair_474346,arc_pair_460240,arc_pair_594335,arc_pair_24655,arc_pair_278581,arc_pair_75573,arc_pair_641885,arc_pair_292663,arc_pair_39421,arc_pair_703887,arc_pair_22407,arc_pair_717256,arc_pair_89302,arc_pair_714315,arc_pair_464015,arc_pair_674772,arc_pair_280409,arc_pair_388971,arc_pair_674359,arc_pair_172674,arc_pair_217721,arc_pair_649523,arc_pair_492710,arc_pair_297765,arc_pair_208250,arc_pair_713999,arc_pair_564013,arc_pair_672184,arc_pair_649903,arc_pair_729575,arc_pair_642267,arc_pair_149569,arc_pair_281486,arc_pair_27275,arc_pair_723396
arc_pair_402982,143.01595580809408,87.38044071757388,9.016359095511573,59.74677231897594,120.28915659832803,365.2078534584688,184.4657219479443,128.12240767328626,8.414123010868655,25.19353232250223,104.46656957128792,78.18213165611398,36.851740966661346,88.1843729726307,161.1048544481723,204.7911883654159,212.92137282773135,39.5714357713446,10.81157014524692,0.0,15.3357410936286,50.917987936124575,4.215712679897791,32.26360202227506,263.2121842911324,91.64139832931185,175.17391401032603,13.992815788251937,141.41793473695128,239.0257293951653,262.60473537777125,107.78997311701517,36.75547351213405,214.6299033444801,40.1484571723505,43.43432621493609,73.1159409165776,26.414203407563264,284.8549285957543,33.93374445211249,142.490427023585,54.674585175028874,33.37026931819514,376.84404088381234,38.46112759783045,50.95493309616046,186.07069337488977,137.77233995368383,34.16011646417558,215.20732494841712,47.15331016470316,87.21736084228708,95.2253127162062,216.5231589003466,28.7237802911788,141.35304698611378,31.52001369232591,28.189828459409387,15.287536442960091,182.1839534871485,22.27171367658354,41.812447538536844,24.800991465595935,17.611106984374693,17.863044810682258,232.5086886601848,120.74615210817969,118.28968151733358,82.7946283873904,23.004570802011358,19.37928134745773,50.848137312770774,134.79240171469235,146.20663191305854,14.132743742151716,32.45064848113369,159.96252826040418,372.918178240761,25.410295121702454,230.54609287879074,19.50977827073903,157.21321002419688,99.73414668044921,119.87496303118348,437.78682765939766,40.3969608205925,102.74077895146738,96.53823353248856,31.835461961816108,64.5121036313551,116.38414877933268,115.624936774422,11.266406974492552,19.454455375824857,12.870810456933329,14.816220968031095,40.381592011961345,44.424507239189204,84.00110881447739,125.63302604891294,185.16145911371268,4.140143112880643,44.269154823550274,260.3098019648978,161.56214782042093,324.0469197607223,27.339198227167174,21.173533117428917,70.42158126611912,139.7178394040534,20.54080316548366,159.4622765907428,34.92661850738949,136.90312076571456,89.85598005481205,29.251552784659484,31.619743581931075,64.99934112867449,121.07266851794786,91.42169404762886,187.0283696377156,16.329776491978542,34.48973941691333,62.263431993169775,22.055986504688555,131.61127350542932,50.72073410926628,35.86667423627332,130.39117982829637,8.774547937956601,8.457828591939348,228.0872775543908,12.821358839435424,2.644200461650809,50.84143117906701,50.39628124630243,96.2231654571251,51.92439684527521,8.387082464933139,79.892526239136,79.79889446103711,137.57872415279786,99.15812214118952,32.84391385190663,186.59230416331962,66.40926331138563,61.095576106726426,57.73816442183904,84.85855602918494,17.802197521480505,198.00562777514804,62.80352270970636,75.06435900582802
arc_pair_578116,191.34746119748652,114.77005746908563,25.446841009970658,28.162787645374735,154.67727650701946,289.14174045893736,231.09836469945566,168.0819524259494,29.6629158615992,49.90386116755778,140.62679923271668,114.21737997560246,14.695491418746325,121.20345787234871,207.32170979383176,252.51724122278927,258.16961759435924,67.37263839474699,17.098254319452412,15.335741093628588,0.0,80.50385197723385,9.878885098793575,51.38824689034699,299.1977771970209,130.64819502281395,216.86325246168633,26.714449766593997,187.80680420629704,288.51030377957267,317.58921558295964,142.23210017129495,62.07487369455107,254.68638001447167,64.8416670822727,69.62684931180195,40.64105510920665,52.408701569727654,330.76343434822,58.290831370514596,177.33709455311313,85.0180440142766,14.007191430561765,425.2954423577927,64.03849057848967,80.56181145052828,232.02144780202917,182.5563231107525,59.07922449006781,268.060168813385,75.45938174231085,123.87387618072808,134.94974635525753,268.3561109667941,28.728066927377732,171.91154384612545,44.18059169208028,10.838309404818652,33.17185640177318,222.60827011360718,47.14916981901219,19.013855716450156,37.84010929970543,41.43089360871158,36.49746641942403,274.15314152304103,150.66305826099423,158.7689828175306,120.72170214329269,12.15902328561023,42.020901952128966,79.98519112078232,92.5652638650915,107.1012148528616,12.20494466410571,14.154340116857448,200.04225175624558,433.21051173151295,9.990055590033624,281.8379752214185,42.905105162892575,200.25765034401465,138.12843012424779,157.88796005958142,502.523357546088,69.63589577517817,136.62653356642997,139.00178345513783,57.190300868825254,97.37146815537668,153.74446603748265,150.63958227079218,22.508594412986643,30.598076711225396,27.865635919956496,24.26193856040059,69.15856039495067,25.556341874670814,114.41992541307359,165.89966024796342,221.32547891911574,17.11297813356445,71.2748942981101,199.09240647986036,206.386291869377,374.5737524944255,15.863557478268795,31.99383965221998,99.77613490421518,180.45299451158644,40.61435903744917,200.41918553669683,23.828707362201826,176.83202056123633,123.49260053977626,55.74087743466355,12.260872276493588,31.688112439589176,158.87382066700843,128.59527650648104,230.47322907181157,12.995320367111482,14.391819736032573,34.79502400162429,21.109041074242114,175.23854925314,82.91217414560175,18.188906260292267,167.27342742255115,11.551454462219072,5.326782392582416,272.5870611812957,32.400276741683385,15.692410229930347,30.599126048196496,76.64550676568976,125.83341838368251,80.56089576586649,28.844814737201116,46.812030592832755,47.63805982012566,95.15523812739698,65.49742911556692,58.12798536067207,229.7918559539308,98.35967876719106,94.27449824352402,87.88701500271148,50.19015815049559,32.87767814687879,239.59792455018282,95.26252093604263,113.85886816406023
arc_pair_307953,70.2112899479299,55.94363631457384,63.79021638683479,145.0334739974991,56.670386052489,510.67404033539583,101.79877274158841,68.90434780461928,44.021059130073766,42.401244183710816,70.1663362395958,12.242796575509525,120.90343569242951,55.35418142315392,75.54692723510281,109.22409058850822,145.81697162805176,14.146277694324496,51.711384678310374,50.917987936124526,80.50385197723381,0.0,54.01548594688741,44.62094797173115,241.07438029229579,50.23118803200792,99.60491634514997,58.27138456113942,62.34916171042642,158.55422767575337,190.62561185695535,55.506459105477205,60.453059380944715,151.99163259620704,15.213457908090584,23.057231686991518,159.52255942822129,20.674317621470248,250.58135357257348,16.412097839808894,95.37521791578763,14.06282864169474,100.29533610504444,346.74610595141917,16.118828090704643,33.5620351325196,120.32961917265338,57.95776124192151,28.48084395818363,130.25128800978408,13.798930251219922,34.11714089986363,39.49658937499206,122.25509477648016,60.46643640510951,114.22180444538273,53.344474260785134,103.14032458950746,38.677975496165175,124.48546490742544,16.789309172642703,101.18257394531679,27.600416774398198,39.13399047449076,28.89802223850967,203.5488750265665,84.66941452269742,71.84066499049399,24.23468367546434,76.16600268766963,25.013330390865693,15.829275058944138,241.96331233485233,236.34200088934438,91.33498939842897,106.90743978558997,107.34336584759527,285.25257134926727,77.85017431065829,141.36673188549986,41.91081220361298,107.06876448519907,26.83712568625961,47.454999738156125,346.8099800531657,25.111847036859924,36.52889170914939,44.536568634919746,19.73918794721898,18.974139885632077,78.27121915899818,62.166278262969534,62.27401716473873,72.43970700075184,47.50728681864202,49.391239764485526,14.298923666733673,106.1676685751592,41.74982482867575,48.9403796463228,147.18980712868003,48.4332888979529,27.556959917857867,379.4477420154067,84.66085981246682,257.7776209712934,109.91812356217615,42.9273288409528,39.739060481538445,66.19699814288091,45.63737742915914,113.4346980385769,82.1765267036404,99.62892857210092,32.663612588530384,19.31941397828412,104.60126921348464,156.59835151526892,57.56093463146655,21.920572256330345,108.00383553161296,74.28230607287409,103.41581337210346,154.82244344877475,54.40660560565772,61.071016565017544,21.05290889943359,95.79673811663457,102.84426803713019,77.33353724372922,61.921330342268206,176.85463633938278,36.0397903914517,50.86656900785504,99.83857852803335,14.47443456415473,76.42943038341555,10.086150406746755,45.74737732013237,180.46022388120727,164.38320198562334,242.49620643638113,193.6361332492328,14.424513933941089,113.52670132063412,40.58719238547417,25.21166439650539,7.987803756375541,169.32486415425984,38.808461290576375,146.69558844197076,24.276794044828325,14.167291419669649
arc_pair_27742,50.06190534110925,25.5885654160924,88.9645741500181,217.35348983320705,20.743207195697618,592.8111455341898,45.38386501257721,18.214222899925506,70.27226022016136,58.70487500941304,13.012635580167688,44.27159497765105,163.392181087838,46.26676802495983,47.2277441468338,70.05820316041364,71.00053722640536,28.642824009812614,91.41681320936469,91.64139832931188,130.64819502281438,50.23118803200764,99.69306731351763,54.73180097840243,128.0030171995892,0.0,46.7702365533868,109.97534256936473,28.53625462790424,90.37748683514432,96.3005715744343,11.985516178049878,84.37413744567256,78.61651241038795,62.47887712952822,40.88689803103872,243.35389054737004,57.7517245282559,128.96624153490603,74.98216717640476,40.307651445501016,67.49458402323604,163.541051423152,199.43762174193375,60.30056306356637,21.33548865102638,46.15386664854766,32.915075730708196,37.14224276164361,76.78884419146165,42.58605399585812,9.891196936416058,22.93612030149145,85.31648966022672,77.1122578636519,40.2494394477553,136.532218898981,146.38657764355173,73.57716217286917,56.585772372071716,57.22768302424542,177.72477904542825,69.96905550491519,46.05252335991514,72.93613810707257,91.7465181940325,27.05929558986546,13.99140605516003,17.766523095102368,116.48799946202689,68.09238339625973,57.465136262085196,302.5318675081429,289.86452981890875,139.19617532696373,176.81575293506637,31.42372736881784,184.34742679846698,140.25155668055183,84.49041944214487,67.09341235186892,30.820753074242038,32.24022701832988,22.762371039477753,229.6256503296155,25.884248919339157,20.9551207117486,12.47304593156208,70.47721060109234,34.4363111834673,18.78063074400508,17.932635066068986,106.49271857238558,102.06851474582749,97.76160881708284,83.89659178962509,27.824611647149744,138.03741527663246,16.539542171458525,30.62586310454079,59.078389180827884,80.3090111706061,31.339507531668428,468.9606220429334,36.384431049951495,145.83936131724408,155.19850318136272,94.61647406608846,12.049666790823963,37.46466930413795,91.72141813624349,38.67254055796614,91.42998612708614,23.055720864548007,14.43964257759151,36.25866250976676,158.54356476679737,199.9503277065621,20.49953427382495,37.5105590206776,52.16338466799145,120.46789755194678,148.31213093261618,189.53057275115881,90.55728027856743,27.508399798486135,19.72308904246582,176.1464636282338,26.557330309797003,115.31005542550812,107.16591151578866,88.06670318068817,64.12866209822526,89.38995234836965,147.74904732738912,79.78939893408506,15.588098856157869,75.68097154790948,75.18730396554578,217.70339593684562,215.5679763514014,302.0195187096673,234.83944803027316,65.11033201969727,53.98711656571347,18.313577562991966,22.43873344851422,62.400394428246905,220.96388330347142,99.74412654481144,67.39784964171818,92.33279152032776,36.885222630609505
arc_pair_58054,31.5076582223019,65.88993578086236,147.71952687249743,281.4221494071294,20.931453445453922,747.5483536947365,21.112168567150988,16.610721333424408,118.02199003440296,112.84278048497154,39.478074974038705,44.824693750553045,233.63768878045101,90.01032532266,10.932325163953426,26.089562474102735,59.15454650525202,59.93852389807312,129.91553696744623,141.4179347369514,187.80680420629713,62.34916171042634,145.07626103906335,108.48936647808559,153.98308471154084,28.536254627904253,26.329419522675664,168.66204881207264,0.0,54.74168685978579,77.5681266889745,21.18214374858665,144.27727379550402,69.86655279446553,97.85122929137597,85.24174005943645,310.6292537267414,94.02330437829953,144.65473615904014,89.17164194031146,51.16439026446345,69.03374581515824,208.90603346996355,222.61394833490206,100.87026097678613,64.98046529119017,39.59504339758256,7.953585543526379,83.47444850825322,29.82776949911953,76.0283891524575,24.422170378242107,34.63581385719344,33.52437622012298,114.31637889870004,70.848409553045,148.1508800367997,205.638683923473,124.34823545364291,56.665195166421164,82.47091677396868,227.69302759514596,99.32939379617376,85.58744266347067,105.41830172402607,116.1106657666834,55.3747039146004,25.691491483549957,21.34838721387739,166.18758286530152,100.98929913211187,71.94698811366005,396.5691103047132,363.6496613513904,208.51781745896142,234.30678672650802,43.51752515983379,135.82483569396814,187.07764318937484,41.4187314451346,119.98641126172433,46.346844953827244,25.450380720005985,9.534849883906578,176.5570441280544,62.6283537945319,26.11061366433934,26.848020671613536,85.81996317294502,51.169885779617516,42.24564086784668,23.325661959262757,155.23762351286746,155.1475500418632,151.3584822218236,144.87935551543802,59.47644340390232,195.45306321592125,43.09257760856657,11.955542383459308,77.79050300433184,128.2228767876233,76.49316744105846,576.4289111483154,19.33934935809049,135.8149345884399,225.71371645798234,118.3171652448999,51.0791644803614,14.547953498879343,144.88906580680197,49.14130038759379,144.70460816259782,44.34992573220112,29.856585390356493,76.72093319882612,228.17096719123614,273.7476996230354,11.865493914754769,31.095120301089917,31.934847022765034,174.93088098764446,204.25730656692917,262.70844015844517,138.90078386958936,14.071088384000769,49.39067480099094,225.1999775081595,54.58356867080721,175.47675066598543,155.01648373034868,81.25609403379154,109.6183662113493,137.7945406149958,185.639208099591,92.56474965738595,59.05096839559772,78.95249975863373,125.85877145319313,303.56695996140616,288.45210120462565,390.794412375299,319.7400633416765,82.30278708520967,37.210933679984606,52.81448440011951,55.82228733623394,63.77657120428003,291.5442190957497,133.28853196027052,66.32012293519071,84.9371755070115,36.13392600503025
arc_pair_656372,39.189213272697764,22.965660669144416,91.11290482468729,208.25644334109538,16.595231579017824,577.7524428105482,46.028209977041385,19.035881911528886,68.95244820663795,60.833001362536564,22.866499538654814,27.934261382920635,159.05609574820556,38.857560530860056,38.13150406076332,62.77498125220931,77.29779236376478,23.733426234186087,83.1369986198791,87.2173608422873,123.87387618072778,34.11714089986442,92.29674226699325,57.712277394914246,156.9249387274758,9.891196936416044,47.316151376649174,106.3723249120099,24.42217037824204,93.38652122851731,109.28802266556661,13.92701458672963,89.10392099509184,84.0281742740284,51.441457149827365,37.9733769331292,227.73214748557754,48.73116377620427,159.48118907242957,60.34576612304633,40.218852654823024,49.340026268265895,150.50700192692221,244.91343293441986,52.6134914401106,21.839735162241976,56.6795144690522,26.622096881353293,38.82877629227402,76.11163848402052,39.31998369354588,0.0,8.490000525378942,73.90097508400937,77.00025164169864,54.20789285305071,112.66479365553708,143.8758276230183,71.20271121450466,60.656663630318,45.81778008491944,161.545435956889,60.67418880850535,47.868665166095425,59.000170861265495,120.65392311575106,37.949495127339915,21.924087495351813,7.353815306887623,113.80782684951683,55.70783624377827,45.65847357874418,289.86774087198256,279.84773640456353,134.37512438725568,164.11931115767945,45.19094894077339,198.97713576885536,126.49084456969875,84.59780408461549,65.41577922872614,43.07267509439528,15.668867171840636,14.79807503837504,255.06662047550583,28.578160711003612,9.032712917709812,7.505230429454682,56.358498239824954,19.764199520497694,25.81312668767246,18.73850263371314,105.29445042102874,105.49321580841662,91.03056040231047,77.97763997996584,22.264183462943173,134.3850321749673,9.597931288004151,16.305288302320065,75.72192000246416,77.88880060040778,31.72129969422621,451.7866888491307,38.979825733235124,169.72208607235552,154.56977463873562,81.84369029076345,11.827154458649822,24.783202851386505,90.71295671380378,50.60492924641411,92.4435619752074,39.24963136242157,6.856738016556703,34.98493915434639,156.3042591200575,199.71513369933805,15.769975441857605,18.184174973460312,54.676093865711366,113.74901796568282,142.23967477756716,192.64811194798614,86.45857803185727,19.638311529738957,16.665236690072458,159.8287372737256,42.57542682630327,112.98562565138263,99.79648144452187,98.39051558988906,62.84438796288049,85.1874033036313,135.87137321613434,61.48638786391383,29.69135638235983,53.531303125407376,73.15718248300549,215.4426033018292,206.18369912281617,291.4799502791827,227.67884381083533,46.45374327279297,55.25356127627314,26.90936389921321,19.632086060598887,42.858238212309345,213.2784756976741,84.32055405384637,76.83486575507341,71.51249307124387,23.681598115252378
arc_pair_695283,115.68038877232777,67.27404255141329,26.195585624512997,90.57009970569142,87.05085054234578,397.10408840781605,139.8409927381989,93.9686666521861,14.507648493366572,26.586433260094168,85.28091313214973,52.62686008352623,63.94307586172756,77.74098826655496,121.43748750530268,155.77039838685715,164.93211719890692,24.19048211187551,18.49871596367764,17.863044810682208,36.49746641942403,28.898022238509743,20.135350439708898,26.122996094749066,235.01518193141428,72.9361381070729,132.73375082636153,27.411020699011228,105.41830172402629,195.62391166013091,216.5298831261804,78.11270562417236,43.1396019264536,169.16256879723673,23.01761733817682,31.20059200632326,103.35801019567566,12.777979450626079,253.48993617372003,16.281588820899497,107.19823644475251,32.63949249771052,54.297543451782026,350.5129872755337,28.210330173013748,42.67241877342676,148.5280492444724,102.95345450668908,25.251028089979926,175.4073564900284,34.54936565382564,59.000170861265595,64.74313961764487,170.89213372324792,34.823359331348,118.4281258177391,36.113748868292504,53.15954487042621,13.532953921230932,138.62922302113802,7.4762464672227775,59.453199405766746,11.979123599027583,20.647581885631435,0.0,210.53278599612634,103.46924367067236,95.06063589264315,52.930104770474394,38.129024627439364,4.579008254953035,29.1514734761175,163.59254373999738,169.05942947762867,38.50756481465115,60.630622063173575,128.6149588512708,321.8708892295297,37.249667751554455,185.65531427431497,16.91409477801787,130.3055495200882,66.72063396133005,84.04962222128826,392.92026191633835,28.52330150244429,69.87068093256538,72.38904582796154,14.562939185934274,37.5319461702203,93.00049500677866,82.78197589348123,29.226406404002997,36.76818663508149,20.086262232051933,21.0781239909791,23.54235840587252,57.489121428217054,53.41068425041093,86.4015845350483,153.38576312572332,15.984060517602058,36.181864025709636,288.2917866581425,128.9119396209212,278.55310954880974,62.60205974907746,21.836085301471336,51.50520509006529,97.4574357914622,24.02534425029534,130.34195667115947,47.29547853108636,116.58975773730347,62.36702598413472,19.88596263798061,61.76941075733151,98.51080897040204,85.63038416628781,59.1657246452603,142.32239443875426,35.22361122581864,54.93347855494199,100.02398838364742,27.345343649201485,94.38436691452407,35.163269061825076,55.91767819975603,110.78835111566804,35.07347331755898,24.13337895307225,186.32099719125245,9.784829889135754,17.58140192218642,60.62827175007419,30.357642628958168,82.40302121726012,29.242432363818907,14.488255141279184,110.79375289738317,100.28504419590675,165.4236302153679,122.20882970524075,11.164583747823944,140.67107802905286,50.23666742456943,45.23579779661151,32.29400650046631,108.3794016320736,10.899352546899998,159.38704808493878,40.38417806776112,50.533211433369296
arc_pair_260376,46.50574666199723,35.409599922743396,113.51860995376182,253.68873019249688,17.881959619781476,646.0194226878444,35.328383401684306,12.494077319645214,90.90467501565223,77.96702141484333,10.763203809321226,64.20186581782316,192.1509821193635,61.39562644087796,37.61441204454674,60.351404055358124,63.96219519233968,48.68666017627341,118.01111257966697,118.2896815173334,158.7689828175304,71.84066499049398,127.10944869568242,75.69842387607527,121.0102951917076,13.991406055160022,37.46372069184047,144.2805054210061,25.69149148354994,72.78285911418007,84.13002546389318,13.970337570161034,111.63391100968578,67.81655207792099,89.42896143294607,60.59751522264771,278.8744318253669,77.67969869508083,118.4619712583725,100.35075282985765,28.61894035478668,88.23033650679928,192.6485806461607,187.18326945529762,87.06528105141565,37.581659609110886,33.49529901675987,31.52979951849265,57.593116777973535,62.0576498349402,68.50352566700883,21.924087495351777,31.704945067844434,64.63563739964134,103.07450701637003,31.176257145789734,162.57138493037817,174.94643463056426,100.64474989975687,44.59808759096322,80.79139989899689,213.51150742869171,96.84945431185425,65.39570854843798,95.06063589264322,81.77827337818638,21.116786549216712,0.0,32.72606649061902,150.64773858372158,91.25379051997075,81.5860808239222,340.440477643167,328.99827347847406,168.1127670199708,206.0204548665825,21.21970858225247,171.4983645207576,166.38225417693695,67.71836985507629,87.46847819884604,18.078680488498023,49.536077796942585,25.355513583558114,214.95895725127605,43.981371431892136,34.757773230019886,20.212011087903793,93.83803077861036,46.78481767892368,12.702693398520067,11.594146263114814,134.32117297155511,134.00675542083172,125.38780070477095,108.15125548268145,48.079376170836966,167.53342476192637,27.24916506472824,29.35856933398465,46.09219004595053,106.60893766694775,49.05174314804362,520.9934741599977,23.29461253632887,138.1294491676425,185.58164494459206,121.27956427791854,29.88898269066679,31.385358059193223,122.70566942041482,20.684236224017,108.77822052706759,12.009406068817503,28.323116368565838,59.23671797165235,192.95533298860047,232.26659424689942,15.279141744957453,52.29404035063923,44.79578877381909,152.0708642468538,179.49087798393683,220.47796283980205,119.4045208696956,32.462525615780024,38.22020620534533,211.1838958739678,18.32016030711071,141.60839694612204,134.67265494797005,77.43371212228148,89.81729736623348,117.16334188904887,176.05410950766668,108.50724566699034,22.899247420998663,96.53417988499756,100.32622829910741,248.74037506446837,250.52773692503135,341.33022960172224,264.54755533258776,84.74706675370311,40.97499997652344,37.194335050370334,43.26723894110058,80.93481111259975,254.7542683388864,127.00126296900531,56.98022883698873,113.7462421569961,53.24555579018089
arc_pair_450035,106.88441312859388,62.63655256544232,28.50897017976153,99.24859036024856,86.68618185979985,421.71322843641735,138.96380636532496,92.96413644207475,14.549787499306017,23.167122716431916,82.0902417372039,47.58172364615341,71.25355183300539,71.11041681932414,117.9656355669344,155.2103472972712,163.79121871656304,20.43678625210056,22.36329218083535,19.37928134745761,42.02090195212905,25.013330390865832,22.957704449064128,27.118264450610397,234.21173907138342,68.09238339625934,132.02963405242664,31.147386150723477,100.9892991321124,192.65153897555163,212.05569078703454,77.2616508971278,39.835365036134,169.55522637357825,20.29081706815448,27.656741261934865,111.68086360606466,8.86028188397554,251.63465108971968,15.251172167658286,102.29520224542767,30.246634738992032,60.16003664802834,352.48362450936,24.42015678552259,38.76594870955659,147.5355976733866,99.14524110910516,22.849033030916218,170.48922784102447,29.737564013413657,55.707836243778054,58.362103299739566,166.9077537643695,38.744690703561794,118.93866193734992,37.94305661782697,60.178851612995764,13.37465770441848,137.1438811931206,6.31597709914106,64.05665759322017,15.427879545699454,22.037396131881213,4.5790082549530435,211.39250639037073,104.40887382731947,91.25379051997048,49.68733225607765,44.59216053988586,0.0,27.10844491445537,177.63615485689175,184.27365809377264,43.72788409033483,65.76850666697823,127.35888719868562,318.5598497680305,41.12621145082725,180.5795466496718,12.938833992795562,128.56282949533477,63.632657208763696,81.26756011282117,388.93927595103,25.097243545591983,68.83389072375152,65.68430343847677,14.020341515425471,33.04215535374393,90.32838328152363,80.99043576690501,34.32135469371392,45.32743988165651,20.326072643539007,21.279903046026487,20.775628937611334,65.19555276007472,51.41161094521261,83.5773325327151,153.44974920095368,18.261322982296896,32.61684088514381,309.4055071358351,126.43118196290482,275.6410529698832,66.84615544881885,27.452697730014204,49.646213493582664,94.95069916574523,24.77689291790517,129.93768955404465,53.90113762756783,114.23699618913025,59.53456286618764,17.760086741178654,68.11473215887274,107.68962844623371,83.4663344473354,55.6057586143284,141.28417552442846,39.598057605431826,61.91882044426517,107.56252054969757,32.57578122799176,89.74973145915042,31.43045401556725,59.483505431133864,108.98043742988668,38.09613485630635,28.787982757432385,186.57463014643528,11.289621917861725,20.316562839144243,68.52605684247256,28.033198231697245,81.73733027771407,23.901575343914757,14.609931450169082,119.5842595152704,111.69539755939293,181.42384511791502,133.4449271205861,9.704116475782358,139.25091880202885,49.48632101754109,39.36613217019187,27.57100493537973,120.63245474540807,14.841799384665032,158.20613102594345,35.38515001211658,44.3863474082438
arc_pair_295568,75.06798620389239,49.76001187686829,148.3358494775089,305.0498042352391,30.68173641574732,673.670688643004,32.63961792077581,22.81269733072649,125.31619480857542,108.86396661928312,21.310713801240368,98.06431155303929,230.47300273752185,84.53620922856389,58.17172360181395,68.63869406630698,55.70597492918294,77.2441105027654,153.52154793728482,157.21321002419663,200.2576503440149,107.06876448519836,167.3562802291321,97.5138092954337,118.52193300903976,30.820753074241996,33.46252016019352,184.17479854132367,46.34684495382705,71.93008235024256,73.3008415780251,29.405017892098275,133.9449172105794,60.97716460571759,126.80314514879137,91.07095077114067,327.98845608390627,113.6802438379089,116.03574852343701,139.97748539500114,26.914076160844026,125.53755798537233,236.39992935143084,179.43773849293552,124.85879331434889,60.75203960689349,25.850964624733805,57.05210009182768,84.67641004810538,66.95653568201051,97.65734013508755,43.07267509439524,55.177460249118724,72.35739433568641,129.9510422482321,24.64266125889776,216.6559447925853,216.79609135953575,137.41989217226632,40.04975141419738,116.2360790411539,264.1416441489863,128.6511925235955,93.75435511168227,130.3055495200884,66.22997095265785,24.05026985194846,18.07868048849808,58.15566262002341,184.36279698313433,128.56282949533517,118.35032384895115,376.0209291017656,357.3484063534142,205.4250512518159,254.1153843551598,14.394925930215416,175.68769285649196,211.1890496468569,70.42019335007286,121.45632571316564,0.0,76.09560649509154,45.652102662903395,216.62516870895675,68.99179050941054,53.35804301608743,42.57872329384628,134.40663613795704,76.33960486796597,24.746927726426833,23.01732433237973,174.83861673495616,164.96728495538113,168.5573501778269,142.19028035144174,74.15547724934056,202.20009987422142,39.89942187133322,53.782815894589234,36.34384111734902,143.32856758108838,73.1118379841634,557.2262340591606,26.36827364183261,133.99746763535276,225.9105944653808,156.73585956876454,47.11364044374829,48.61139882097151,161.47373378242418,17.851950798191098,132.48542445181914,9.923945082220058,49.97063293729052,87.64094300497239,236.41493529831254,269.04799155116103,34.28951387339947,82.55097729212028,43.41222025648702,189.1188724719806,218.6662284893333,256.8077159203982,152.23994291988944,55.65700088704109,63.02526445001078,263.6173706804028,17.63065163259731,179.95918200354848,175.2370902365965,70.61379346532279,124.04715346774563,155.73627964702436,214.11957895377242,150.52122412652744,26.057554209803435,137.74449953915124,133.54571568784465,284.137496382882,286.9267789454767,375.89265130647794,297.51553803520824,123.937004392338,38.59345684961464,53.74291440372346,70.6549622540022,120.0518452710488,293.12132416375715,169.37314080949207,50.17175267669047,157.98430703500566,86.1249844154454
